Emoji,Embedding
:ice_cream:,"[-0.7068821787834167, 0.028083913028240204, 2.2030487060546875, -2.711616039276123, 1.008626103401184, 0.49164754152297974, -1.982176423072815, -3.5485315322875977, -0.8665119409561157, 0.22569505870342255, 0.3601323068141937, 0.46782350540161133, 1.807528018951416, -1.0278047323226929, -2.2881228923797607, -1.127496600151062, 0.6102950572967529, 3.03906512260437, 0.029249848797917366, 1.5316166877746582, -1.5445998907089233, -1.6321579217910767, 0.6665191054344177, -0.6647042036056519, 1.3357455730438232, 0.9101744294166565, -1.0364928245544434, 0.670534074306488, 0.6681206822395325, -1.8439005613327026, -0.7193995714187622, -1.3822170495986938, -1.661823034286499, -3.601113796234131, 1.200189232826233, -1.4389474391937256, 1.1996508836746216, -0.5061767101287842, -0.3779054284095764, -0.6429402232170105, 0.5515671968460083, 1.7008304595947266, -0.4766528010368347, -2.1808419227600098, 3.352304458618164, -0.5585506558418274, -1.1331723928451538, -0.2313338965177536, 0.7000947594642639, 2.8003876209259033]"
:person_bouncing_ball:,"[1.6087987422943115, -1.9572399854660034, -0.5463154911994934, 0.903838038444519, 0.27872294187545776, 0.4882107973098755, -0.8658074140548706, 3.177039861679077, -0.39411553740501404, 0.5954200029373169, 0.06669600307941437, 1.6856695413589478, 0.23610945045948029, -0.07678788900375366, -0.5671014189720154, 1.0319825410842896, -0.44853511452674866, 0.1301226168870926, 0.4058098793029785, -1.0520392656326294, 1.159005045890808, 2.648007392883301, 1.2323904037475586, 0.308648943901062, -0.3755248188972473, -1.202182650566101, -0.22951291501522064, 1.4878391027450562, -0.3135727047920227, 0.9857311248779297, -0.962745726108551, -0.6544535756111145, -0.8052747249603271, -0.7709939479827881, 0.23075273633003235, -0.8798681497573853, -1.041370153427124, 0.05764373391866684, 0.07146245986223221, -1.455316424369812, 1.2536746263504028, -0.3634108304977417, -0.4366905391216278, -1.0388578176498413, 0.7010501027107239, 0.9247740507125854, 0.8807114958763123, 2.018440008163452, -1.5105335712432861, -0.7238702774047852]"
:star_and_crescent:,"[-0.11146310716867447, 0.8248234391212463, -1.5633572340011597, -1.2198787927627563, -0.0011988767655566335, -0.25968876481056213, 3.973585844039917, 1.3285809755325317, -2.128840923309326, 1.4068725109100342, 1.179192304611206, 1.367032766342163, 0.4038809835910797, 1.0377812385559082, 0.31366637349128723, -0.9992071390151978, -1.0615257024765015, -0.7970544099807739, 0.33217090368270874, 2.087019920349121, -1.9463590383529663, 1.7039825916290283, 1.807160496711731, -0.2039112001657486, -1.1170605421066284, -0.5204063057899475, -1.5172423124313354, -2.1777114868164062, 1.1070098876953125, 0.5109133720397949, -0.16308508813381195, -0.1678227335214615, -1.6499100923538208, -0.5302864909172058, 0.0722835436463356, 1.8157135248184204, 0.8520364165306091, -0.31684863567352295, -0.04613665118813515, -1.0789788961410522, -0.30773839354515076, 0.5748887658119202, -1.3363944292068481, -1.1445797681808472, 1.5919110774993896, 2.2847330570220947, -0.8181746006011963, 2.1400656700134277, 0.1552325189113617, -2.3050951957702637]"
:cooked_rice:,"[0.2992773950099945, -0.26984718441963196, 0.8848558664321899, -0.6940552592277527, -0.8481001853942871, -1.3294686079025269, -0.24401569366455078, -0.7526244521141052, 2.241132974624634, -0.3438647389411926, 1.0626713037490845, 1.734821081161499, 0.24537540972232819, -1.432447910308838, 1.4515305757522583, 1.4287127256393433, -2.5696306228637695, 0.3355785012245178, 1.7116527557373047, -0.6252761483192444, 0.223324716091156, 0.12679855525493622, -0.5335668325424194, -0.42965933680534363, 0.9356091618537903, -0.19185367226600647, -1.4298352003097534, -0.3495911955833435, 1.8833539485931396, -0.12457451969385147, 0.8177815675735474, 0.4187491834163666, 0.8590274453163147, -0.21325983107089996, -1.720771312713623, 1.5710612535476685, 0.18028192222118378, -2.001404047012329, 0.04845433682203293, -0.4524659812450409, -2.0727880001068115, -1.9010951519012451, 0.06632456928491592, -0.4540921449661255, 1.9278762340545654, 0.08603707700967789, 2.1516642570495605, 1.798373818397522, 1.4516983032226562, 0.690843403339386]"
:raised_hand_dark_skin_tone:,"[0.8713796138763428, 1.5205388069152832, -1.0796326398849487, 1.1207175254821777, 1.7775232791900635, 0.7837062478065491, -0.05670672282576561, -1.1277358531951904, -0.6603901982307434, -1.5149006843566895, -2.098219633102417, -0.16736629605293274, 1.2373018264770508, 1.3944917917251587, -0.4900932312011719, -1.1782000064849854, 0.31988978385925293, 1.6426242589950562, 1.9973852634429932, 0.9262599349021912, 0.011243652552366257, -0.8499752283096313, -0.99400794506073, 0.5970160961151123, 0.629472553730011, 1.0112433433532715, -0.8362245559692383, 0.45356348156929016, 3.220466136932373, 0.9956769347190857, -0.08339639008045197, -0.8018432259559631, -2.002537965774536, 1.9082132577896118, -0.5795068144798279, -1.724657654762268, 0.3763904571533203, 3.1975648403167725, 0.5012833476066589, 1.0532926321029663, 0.42125293612480164, 0.631361722946167, 0.1334071308374405, 1.7864192724227905, 0.17272910475730896, 0.5115695595741272, -0.033377088606357574, -0.6781352162361145, 2.1684088706970215, 0.9411346316337585]"
:mosque:,"[-0.2677207291126251, -0.8086849451065063, 0.5916456580162048, -0.7486162781715393, -0.5959811210632324, 0.66471928358078, -0.2983347177505493, 0.587409257888794, 0.3986376225948334, 0.7377460598945618, 0.37583956122398376, -0.06611764430999756, 0.5860328674316406, 0.0651259571313858, -0.5870813131332397, 0.37290456891059875, 0.7804400324821472, -0.3717050552368164, 1.067305088043213, 0.897233247756958, -0.37426120042800903, 0.1300567090511322, 1.451695442199707, 0.13280250132083893, -0.8092381954193115, 0.47399231791496277, 1.5192639827728271, -1.125359296798706, 0.2582123577594757, -0.6656914353370667, 0.9174893498420715, 0.4358360767364502, -0.0371457003057003, -0.9180734157562256, 0.20679980516433716, -1.6155500411987305, 0.9828820824623108, -0.012797457166016102, -0.7186378240585327, -0.5290378332138062, 0.8084429502487183, 2.5024466514587402, 0.6456925868988037, -0.2908930778503418, 0.011353659443557262, -1.2152585983276367, -0.06809477508068085, 0.3219151794910431, 0.4729260802268982, 0.9240688681602478]"
:person_getting_massage_light_skin_tone:,"[2.0605056285858154, -1.0874906778335571, 2.4844586849212646, -2.324232816696167, -0.32606059312820435, 0.007953631691634655, -2.508237361907959, 1.1517856121063232, -1.2423813343048096, 0.6591296195983887, 0.8551926612854004, -2.1160974502563477, -0.21800746023654938, 0.11429156363010406, -0.8744105696678162, 0.521658182144165, -0.30177929997444153, 0.5220724940299988, 2.844379425048828, 1.2905168533325195, 0.9765609502792358, 1.0151760578155518, 1.2687532901763916, 0.6530875563621521, -0.7617325782775879, -0.3060168921947479, -1.4720479249954224, -1.7611671686172485, -0.8066465854644775, -0.5185583829879761, -0.6095292568206787, -0.5682636499404907, 0.6071125268936157, -1.5170674324035645, -0.3220869302749634, 0.756509006023407, -0.01112473662942648, 3.003343343734741, -0.8114073276519775, 0.12491284310817719, -3.6047861576080322, 0.8306123614311218, -1.0608711242675781, -2.9043915271759033, -0.5757254958152771, -0.6590188145637512, 1.6582634449005127, 0.6599332690238953, -1.0638598203659058, -0.8639650344848633]"
:old_woman_medium-light_skin_tone:,"[-1.4589672088623047, 1.4384205341339111, -0.06516022980213165, 1.3033204078674316, 0.8567901849746704, 0.6141880750656128, -1.0821326971054077, 1.3147701025009155, -1.2245159149169922, 2.1792948246002197, 0.877577006816864, -1.5857287645339966, -1.2112555503845215, -2.3797850608825684, 1.484971523284912, 0.29555684328079224, -0.1260574609041214, 1.656087875366211, -0.588442862033844, 1.0188541412353516, 0.12192166596651077, -0.7550111413002014, 0.17897728085517883, 1.5253510475158691, -1.4973609447479248, -1.7489911317825317, 0.9680343270301819, -0.3834569454193115, -1.686898112297058, -0.03191782161593437, -1.7635866403579712, -1.2044874429702759, 0.392600953578949, 1.173182725906372, -2.535203218460083, 0.036918338388204575, -0.3475714921951294, -1.5383037328720093, 2.7799606323242188, -0.3829757571220398, 2.675934314727783, -1.1104310750961304, 1.9889272451400757, -1.0691235065460205, 0.8766571283340454, -0.35157492756843567, -0.25327202677726746, -0.1801707148551941, -1.5073193311691284, -0.4826495051383972]"
:pause_button:,"[0.7719740867614746, -0.5389354228973389, -1.252212643623352, -0.765102207660675, -0.3159283995628357, 1.047468662261963, -0.7671138644218445, 0.10978974401950836, 1.3406051397323608, 0.5568551421165466, -0.0540623813867569, -0.972683310508728, 0.5529760122299194, 0.9615361094474792, 0.20574991405010223, -1.1265065670013428, -0.08825745433568954, 0.9909801483154297, -0.43379953503608704, 0.273508757352829, 1.415513038635254, 0.5766264796257019, -0.5686489343643188, -1.0445585250854492, 0.7905769348144531, 0.1278250366449356, -1.1740208864212036, 0.07486727088689804, 1.4027084112167358, -1.2239326238632202, -0.12127520889043808, 0.864478349685669, 0.4457467794418335, 0.23608934879302979, -1.2252672910690308, -1.1931419372558594, -0.44415590167045593, -0.4506141245365143, 0.08386872708797455, 0.26906076073646545, 0.18722866475582123, -0.7995096445083618, -0.34604382514953613, -0.44092506170272827, 0.1387184113264084, 0.6714239120483398, 0.2984643876552582, 0.8080792427062988, 0.8029112219810486, 0.061965834349393845]"
:old_man_medium-dark_skin_tone:,"[-1.8289586305618286, 1.5649266242980957, 0.9520659446716309, -0.8030163049697876, 0.6017192602157593, -0.8532657027244568, -0.13466663658618927, -0.6753410696983337, 0.3238074779510498, -1.5557132959365845, -2.2547125816345215, -1.4353693723678589, -1.0602569580078125, 1.997863531112671, 0.27636757493019104, -0.06459160894155502, 1.908021092414856, -0.15279151499271393, -1.031128168106079, -1.086417317390442, 0.38190555572509766, 0.2087758481502533, 0.12404140084981918, -0.6577675938606262, 0.6041915416717529, -1.0077381134033203, 1.2918009757995605, 1.368287205696106, 0.36916524171829224, 1.607986330986023, -0.2692808210849762, -1.2648940086364746, 1.9353541135787964, 0.5069867372512817, -0.9839556217193604, 0.8301920294761658, -0.33381637930870056, 0.30427199602127075, -0.39454662799835205, 0.2759053707122803, -0.13394731283187866, 1.4150406122207642, 0.1322663575410843, -0.7512301206588745, -1.3568116426467896, -1.1381372213363647, 0.5793605446815491, 1.0347272157669067, 0.5906405448913574, 1.3554913997650146]"
:folded_hands_medium-dark_skin_tone:,"[2.521069049835205, 0.24850694835186005, -1.3117709159851074, 0.148790642619133, 0.7833732962608337, 2.4863803386688232, 0.6007370352745056, 1.4449406862258911, 1.2120994329452515, -0.43573760986328125, -1.868594765663147, -0.6888885498046875, 1.3356339931488037, -1.3650532960891724, 0.18545733392238617, 0.8522648811340332, 0.6090779304504395, 0.3037959039211273, -1.2903060913085938, -0.17406781017780304, 1.0624289512634277, -0.7063804864883423, -0.3524332642555237, -0.7526746988296509, -0.9580528736114502, -1.126412034034729, 0.3728223145008087, 0.7646321654319763, -1.659537434577942, -1.5949994325637817, -0.2607118785381317, 2.096255302429199, -0.09815949201583862, -0.5991837382316589, 0.7928164601325989, 0.00967483501881361, -0.18235675990581512, -0.4295499324798584, 0.9470369815826416, -1.2127511501312256, 0.03416566178202629, -3.1204724311828613, -1.0509624481201172, 1.2772068977355957, 0.28048792481422424, -1.4539868831634521, 0.3363165259361267, -0.9091584086418152, -0.6822805404663086, -0.9958430528640747]"
:hamster:,"[2.635511636734009, 0.30777448415756226, -0.6705922484397888, -0.48281002044677734, 1.2836772203445435, 3.5297422409057617, -3.0879361629486084, 2.4216110706329346, 1.0184024572372437, 0.003717937506735325, 0.6387607455253601, -1.246966004371643, 1.7252706289291382, -1.1810214519500732, -0.4200727641582489, -1.8820137977600098, 0.3147231936454773, 1.3629193305969238, -0.012712697498500347, 1.2193511724472046, 2.558542251586914, -2.578301429748535, -2.167670249938965, 0.24000012874603271, 0.3418162763118744, 1.1402713060379028, -0.38515013456344604, 0.007349783089011908, 1.3850739002227783, 0.3797456622123718, -2.7650444507598877, -1.3107348680496216, -0.10023895651102066, 1.0222716331481934, 1.6531260013580322, 0.9219093918800354, 0.8543683290481567, -1.6356269121170044, 2.5183842182159424, -3.886601686477661, -0.41246554255485535, -0.3436693549156189, -0.9798702001571655, 1.0884380340576172, -1.1631228923797607, -0.8972786664962769, -1.9510698318481445, 0.44976744055747986, -0.14127516746520996, -2.3610479831695557]"
:backhand_index_pointing_down_light_skin_tone:,"[-0.4592960476875305, 2.083137035369873, 0.4361616373062134, 0.0176441241055727, -0.8735053539276123, 0.9458612203598022, -0.4487593472003937, 1.2094953060150146, -0.4806360900402069, 1.2044594287872314, 0.4899800717830658, -1.0146732330322266, -2.9423563480377197, -1.3862762451171875, -1.1718363761901855, 0.04375429451465607, 0.8168580532073975, 0.47523823380470276, 1.1740398406982422, 2.0867671966552734, 1.4012205600738525, -0.9622464776039124, 1.3315691947937012, -0.26621079444885254, -2.935511827468872, -0.3025864362716675, 0.5534342527389526, -0.07645697891712189, -0.2788482904434204, 0.077840156853199, 0.2321699559688568, 1.2366034984588623, 0.6373032331466675, 0.37433701753616333, -0.10764998942613602, 1.4594906568527222, 0.5053622126579285, 0.2955416142940521, 0.677770733833313, 1.2517738342285156, -0.05033029615879059, -0.8740302324295044, 1.8971320390701294, -0.4645651578903198, 0.05244186520576477, 1.7076339721679688, -0.8589524030685425, -0.4744988679885864, 0.04004072770476341, -0.055531974881887436]"
:woman_medium-dark_skin_tone:,"[-1.4323800802230835, -4.097091197967529, -0.2876257002353668, -0.7643882036209106, 0.7490902543067932, -1.2645682096481323, -2.294811248779297, 1.076003909111023, -1.0318412780761719, 1.5770912170410156, 0.6482452750205994, -1.2539759874343872, -2.5934441089630127, -2.0784058570861816, 0.01545854564756155, -0.5474932789802551, -0.9278866052627563, 0.1711568981409073, 0.3578053414821625, -2.608915090560913, 3.2143983840942383, 0.39381465315818787, 0.9031995534896851, 0.3885791599750519, 0.8707210421562195, 1.1267180442810059, -3.3850975036621094, 2.5319130420684814, 0.5070574879646301, 0.10401832312345505, -0.3875827491283417, -0.17942743003368378, -1.992709755897522, 1.0477222204208374, -1.1467405557632446, -0.46299782395362854, -0.2805951237678528, -0.5064464211463928, 0.42201709747314453, -0.6795337796211243, -1.6579872369766235, -1.890273094177246, -0.8418527245521545, 1.843296766281128, 2.3038783073425293, 1.4913088083267212, -2.3294754028320312, -1.6494449377059937, -2.4732370376586914, -0.5053327679634094]"
:sun_behind_large_cloud:,"[-0.7746138572692871, 0.42415449023246765, -2.0470662117004395, -0.02619773894548416, 0.1126812994480133, 0.4185750186443329, -0.5479320287704468, 1.0613125562667847, -0.04745844006538391, -1.1734230518341064, -1.5141270160675049, -1.1745129823684692, -0.5739501118659973, -0.34708264470100403, 1.341334581375122, 0.6822052597999573, 0.9292168617248535, -1.3746843338012695, 0.8067523837089539, 1.367072343826294, 1.4268957376480103, -0.9504626393318176, 0.15260492265224457, -1.3581212759017944, -1.7646504640579224, 0.6894353032112122, -0.9591431617736816, -0.8876091837882996, -0.852803111076355, 0.6102029085159302, -1.1571029424667358, -0.9183884263038635, -0.2508721947669983, -1.5098156929016113, 0.7293062210083008, -0.4874318242073059, 0.5151330828666687, -0.4829786717891693, -0.4693410098552704, -1.3694496154785156, -0.5790503621101379, -0.16633747518062592, -0.968025803565979, 0.6958034038543701, 1.656239628791809, 2.2096424102783203, 0.3987386226654053, -0.9607569575309753, -0.5511274337768555, -1.5042296648025513]"
:new_moon:,"[-2.2091104984283447, 0.3706466853618622, -1.360906958580017, -0.7501046061515808, 0.07267112284898758, 1.3993853330612183, 0.5427618026733398, 0.9015703797340393, 0.5115230083465576, 2.2754194736480713, 0.22334691882133484, 0.5113505721092224, -2.114333391189575, 0.6406171917915344, -1.4365251064300537, 4.169790744781494, 1.343876838684082, -0.9316737055778503, -2.8575711250305176, -0.4490816593170166, 2.832641124725342, -1.3553545475006104, -0.4610045552253723, 1.2246297597885132, 0.05517488718032837, 0.8370025157928467, -3.101116418838501, -2.2163405418395996, 0.5842257142066956, 0.4887218475341797, -0.6177095770835876, 0.8156818747520447, 0.05843790993094444, 3.392306089401245, 0.6415316462516785, -1.8366926908493042, -1.9545100927352905, -0.45597365498542786, -3.548140048980713, -1.061435341835022, -3.2204787731170654, 1.8574557304382324, -3.7384989261627197, 1.9284366369247437, 1.0978350639343262, -0.9264897704124451, -1.3165011405944824, -2.2379589080810547, -2.7618112564086914, 0.8404472470283508]"
:horizontal_traffic_light:,"[-0.7069863677024841, -1.20425283908844, -0.1804148256778717, -2.0313684940338135, 1.2942214012145996, -1.9067877531051636, -0.37729254364967346, 0.8380209803581238, -1.2125884294509888, 0.4933299124240875, 2.479722023010254, -0.48808518052101135, -0.4908289909362793, -1.6037999391555786, -1.7175871133804321, 3.7694244384765625, 2.7240726947784424, -1.305956244468689, -1.7044663429260254, -1.8357163667678833, -0.5990094542503357, 1.865504503250122, -0.701259195804596, 1.2542790174484253, 0.30660074949264526, 3.512953996658325, 0.14920349419116974, -0.1843215972185135, -0.18357591331005096, -1.9523379802703857, -0.6118049621582031, -1.566257357597351, -1.4929425716400146, -2.7456324100494385, -3.368802785873413, 0.14213810861110687, 0.15938837826251984, -0.5544719099998474, 2.0988869667053223, -0.8042408227920532, 3.2624881267547607, 0.6573918461799622, -1.2747631072998047, 0.475750595331192, 1.2066442966461182, -3.111278533935547, 0.3697981834411621, -1.6787128448486328, 1.1812858581542969, 2.336930990219116]"
:rat:,"[2.4648799896240234, 0.151193305850029, 1.0592436790466309, -3.6290836334228516, -1.0073597431182861, 1.532521367073059, -4.333107948303223, 0.31965193152427673, -1.5808987617492676, 1.444487452507019, 0.5959383845329285, 1.9245511293411255, 0.7776811718940735, 1.2195537090301514, -0.981516420841217, -1.6847171783447266, -1.8122307062149048, 0.6724221110343933, -2.526893377304077, 0.07961490750312805, -0.37041085958480835, -2.451946496963501, -1.0522630214691162, 1.4850807189941406, -2.0881104469299316, -1.2246344089508057, -0.9908522963523865, 3.9309146404266357, 2.4012322425842285, 1.0830373764038086, -2.5203793048858643, 1.1331697702407837, -1.5371133089065552, -0.5851080417633057, 2.8597588539123535, 0.18230147659778595, 0.8709076642990112, 1.3272289037704468, -2.806077718734741, 0.5852994322776794, -1.2586476802825928, -1.8999947309494019, -2.7584807872772217, -1.8877472877502441, -0.2639378607273102, -0.16765736043453217, -0.8131376504898071, 0.8663280606269836, 2.084972858428955, -0.03549483045935631]"
:bowling:,"[1.2970470190048218, -1.2797309160232544, 0.12136560678482056, -0.4341326057910919, 0.8166894912719727, -0.2976342737674713, -0.7615706324577332, -0.14063844084739685, 1.3719768524169922, -0.585898220539093, 1.123470425605774, -0.2777169346809387, -0.10016482323408127, 1.1457666158676147, 2.068392515182495, 0.4462678134441376, 1.1758954524993896, -1.012076497077942, -2.598792552947998, 0.9354844689369202, -1.0549285411834717, -1.1302306652069092, -0.0056360820308327675, 2.3762574195861816, -1.4321602582931519, -0.46522095799446106, -2.1659767627716064, -0.44813743233680725, 1.062294363975525, -0.38638681173324585, -1.0004385709762573, -3.0716922283172607, -0.8857293725013733, 1.7309025526046753, 0.9848840832710266, 0.7085573673248291, -0.8240451812744141, 2.5967180728912354, -0.5699173212051392, -0.22339822351932526, -3.1261496543884277, -0.07646600157022476, 1.8635234832763672, -0.3508278429508209, 1.0055088996887207, 1.4420360326766968, 0.45671916007995605, 1.0018268823623657, 0.06067519634962082, 2.6539673805236816]"
:volleyball:,"[-2.385141611099243, 0.31192532181739807, 1.5605357885360718, 0.39553302526474, 1.401408314704895, -0.5435011982917786, -0.8143820762634277, -0.6863296627998352, -1.5925624370574951, -0.6168815493583679, 0.0408589169383049, 0.26317867636680603, -0.31003284454345703, -0.7748039364814758, 1.1313791275024414, 0.2522965967655182, 0.10928784310817719, -1.9699352979660034, -0.9791063666343689, -3.9755682945251465, -0.8681355118751526, -0.2129984349012375, 1.0068665742874146, 0.8465856313705444, -0.8380687832832336, 1.3514485359191895, 1.1847792863845825, 0.916653037071228, -0.08132991939783096, 0.5919553637504578, -2.1559791564941406, 1.457322359085083, 0.5382235646247864, 0.7284627556800842, -2.251633882522583, 0.5590747594833374, -0.16292570531368256, 0.479068785905838, -1.4946485757827759, -0.8893962502479553, 2.2651748657226562, 0.2922206223011017, -0.18869158625602722, -1.0879640579223633, 0.8947657942771912, 2.095777988433838, 1.4726909399032593, 0.6339619755744934, 0.43343254923820496, -0.5685739517211914]"
:clapping_hands_dark_skin_tone:,"[-0.6125292778015137, 1.1329947710037231, 0.4065855145454407, 1.170316219329834, 1.6686612367630005, 2.9216411113739014, 1.273114800453186, -0.8187359571456909, 3.313958168029785, -0.10326443612575531, -1.418291687965393, -0.5652526617050171, 0.5758082866668701, 1.1236757040023804, 0.4075659513473511, -1.0822818279266357, 0.9339631795883179, 1.9762582778930664, 0.10828549414873123, 1.1099858283996582, -0.7136632204055786, 0.5771663188934326, -1.3441417217254639, -1.239844799041748, 0.03498158976435661, -1.2082655429840088, 0.4500972330570221, -1.7990820407867432, 1.2753442525863647, -0.8257603645324707, 2.1225216388702393, 0.805083692073822, 1.1848468780517578, -2.9382636547088623, -1.6801282167434692, 2.9330475330352783, -1.0339998006820679, -0.45014193654060364, 0.3240189552307129, 1.336715817451477, -0.2747148275375366, -0.7309063673019409, 0.3775687515735626, 2.1533610820770264, 0.7255656123161316, -1.8178499937057495, -0.6750655174255371, -1.0669528245925903, 0.5054659843444824, 1.0279346704483032]"
:crocodile:,"[-0.27484744787216187, 0.7483583688735962, -0.7026798129081726, 1.6347603797912598, 1.0137978792190552, 1.0274498462677002, -2.394319772720337, -0.6515031456947327, -0.1179724931716919, -1.2519992589950562, 1.044966697692871, 2.0859999656677246, 0.7254029512405396, 0.018783025443553925, 1.2900093793869019, -0.974489152431488, -0.5009798407554626, -1.3392926454544067, -0.8726882338523865, 2.358818292617798, 1.8202738761901855, 1.393981695175171, -1.898401141166687, -2.2606775760650635, 0.8133285641670227, -0.4033128619194031, -0.6122005581855774, 1.4641796350479126, -0.49427253007888794, 0.0029637934640049934, -0.3619867265224457, 2.031970977783203, 2.4425415992736816, -0.4834218919277191, -1.3134479522705078, -0.25951287150382996, 0.8666670918464661, -1.3468973636627197, 1.0751961469650269, -0.2396617829799652, -0.8033987879753113, 1.8129416704177856, 0.5195152759552002, 0.8720269799232483, -1.4543958902359009, 1.5531734228134155, 0.06770659983158112, -1.6515110731124878, 0.9352855682373047, 1.5257362127304077]"
:sparkle:,"[1.6613140106201172, 3.1295948028564453, -2.663846015930176, -2.5626118183135986, 1.3047517538070679, 0.9120221734046936, -1.06131911277771, 0.9231935739517212, 2.342654228210449, 1.950729250907898, -0.6176442503929138, -0.29768598079681396, -2.675415515899658, -0.924091637134552, 0.5527933835983276, 1.4036000967025757, 0.8743242621421814, -2.240621328353882, 1.7865225076675415, 0.8900695443153381, -0.6308621168136597, -0.028504926711320877, -1.667338490486145, -2.3478469848632812, -2.762312650680542, -0.9150417447090149, -0.1692115068435669, 1.8423447608947754, 0.039439667016267776, 0.5817152261734009, -1.7252368927001953, 1.202107548713684, 0.6869681477546692, -1.7193289995193481, 2.233689785003662, 0.8481520414352417, -2.455183744430542, -1.8196477890014648, 1.0860333442687988, 1.1302918195724487, -1.129214882850647, 0.7370495200157166, 0.8194254040718079, 0.12416629493236542, 1.3155666589736938, 0.8583976626396179, 0.2588264048099518, -2.0563831329345703, 0.8720762729644775, 2.06527042388916]"
:oden:,"[-0.4073467254638672, 2.6004083156585693, -0.07957807928323746, -0.8751604557037354, 0.3725193440914154, -1.6732923984527588, 1.1106783151626587, -3.169419765472412, 0.31242305040359497, 1.228521466255188, -0.4988318383693695, -0.4982588589191437, -0.994479775428772, 0.3936280608177185, -0.9692626595497131, 0.49828046560287476, -0.5551755428314209, -0.2799772024154663, 2.037757396697998, 1.083809494972229, -0.0940525159239769, 0.302371621131897, 1.231292963027954, 0.0883822813630104, 0.4159751534461975, 1.3681917190551758, -0.994444727897644, 1.0230073928833008, 0.40775206685066223, 0.4683893322944641, 0.7752750515937805, 1.4236657619476318, 1.050569772720337, 0.18895310163497925, 0.28350383043289185, 0.7874215245246887, -3.476742744445801, 3.114436388015747, -1.274308443069458, 0.517190158367157, -2.3959579467773438, 2.2873222827911377, -0.3740161061286926, -0.0757758766412735, -0.8961997628211975, 0.8218299746513367, 1.2871003150939941, -0.8424041867256165, 0.14571772515773773, 0.8785442113876343]"
:baby_medium-dark_skin_tone:,"[-1.3310245275497437, -0.5066627860069275, 1.8251477479934692, -1.422291874885559, 1.6229592561721802, -0.9888072609901428, -2.992697238922119, 0.20982058346271515, 2.8210761547088623, -1.825641393661499, -1.7154245376586914, 0.08421924710273743, -1.0505645275115967, -0.41971728205680847, 0.035943470895290375, -1.9651986360549927, -1.1777393817901611, 1.2517296075820923, -0.6264894008636475, -0.42385056614875793, 0.7370671033859253, -1.747144103050232, -0.10638068616390228, 0.5025249123573303, 1.0079119205474854, 0.8733312487602234, -1.0981093645095825, 0.8011617660522461, -2.354215145111084, -2.4416470527648926, 0.20152436196804047, 1.003127932548523, -0.797237753868103, 0.7550355195999146, 0.6082319617271423, 0.5185738801956177, -0.9149709939956665, 0.36641940474510193, -2.3691556453704834, 1.8786383867263794, 0.5759934782981873, 0.6571399569511414, -0.4647800624370575, -1.3397817611694336, 0.46039873361587524, 0.98386549949646, -0.9550479650497437, 0.8159477114677429, 0.14154992997646332, -0.9304853677749634]"
:no_mobile_phones:,"[1.5543149709701538, 0.5550267696380615, -0.13746795058250427, -1.014799952507019, -1.426888108253479, -1.5532573461532593, -1.9987781047821045, -2.1478638648986816, 1.715714454650879, 1.6010318994522095, 1.0703859329223633, 0.4230702817440033, -0.2680598199367523, -1.6032624244689941, 1.1599180698394775, -0.2714492380619049, -2.0961782932281494, 3.619966983795166, 1.4859966039657593, -0.35037854313850403, 1.7637312412261963, -0.8193894624710083, -1.5176692008972168, 2.8542320728302, 0.3078414499759674, 1.2995375394821167, 2.128835439682007, 0.8057458400726318, 1.0363478660583496, 1.0707736015319824, -0.49874454736709595, -1.1056764125823975, -1.215010643005371, -1.7087547779083252, -1.0084980726242065, -1.6861618757247925, -1.1310620307922363, -0.038459453731775284, 0.16295647621154785, -2.5927481651306152, 1.5861824750900269, 0.6954505443572998, -4.244654655456543, 2.827242851257324, 1.7504894733428955, 0.24633297324180603, 0.953488826751709, 1.6612757444381714, -0.20819996297359467, -0.09984681010246277]"
:person_getting_haircut_medium_skin_tone:,"[-0.26274290680885315, 1.900169014930725, -0.8462912440299988, -0.1567540466785431, 0.09741024672985077, 1.7799686193466187, 0.4804830849170685, 1.8804807662963867, 0.4739696979522705, 2.0471298694610596, -0.3669770359992981, 0.20944179594516754, 1.886038899421692, -0.3115345537662506, 0.777368426322937, -1.0013747215270996, 0.4482141137123108, 2.4921534061431885, 0.7350403070449829, -0.6496574282646179, -0.9950103759765625, -0.7955101728439331, 0.8964903354644775, 2.074458122253418, -0.28004735708236694, -2.2072200775146484, 0.12085375189781189, 0.22303202748298645, -0.19469980895519257, -0.2936718761920929, -1.9574116468429565, -0.33183616399765015, -0.3675405979156494, -2.19718861579895, 0.5869844555854797, -0.7299603819847107, 1.3686937093734741, 1.6799848079681396, 0.9755440950393677, -0.18507584929466248, 1.3104161024093628, 0.7378913760185242, 1.4629408121109009, -0.1315181404352188, 0.20300842821598053, 0.14340126514434814, -0.8441119194030762, 2.7463061809539795, -0.4561648368835449, -0.16073501110076904]"
