Emoji,Embedding
:boar:,"[-0.5547301769256592, -0.559359610080719, -1.0070133209228516, 0.48103031516075134, -0.7710445523262024, 0.2369416058063507, 0.02773311361670494, -1.4005131721496582, 0.03995387256145477, -0.10318239778280258, 0.00875445082783699, -0.22773902118206024, 0.8584221005439758, -0.45048946142196655, -0.2714487612247467, -0.282169908285141, 0.48591315746307373, 0.6639807224273682, -0.1688259094953537, -0.5909889936447144, -0.5002641677856445, -0.5571083426475525, 0.5680350065231323, 0.34881269931793213, -0.795418918132782, -0.27587890625, 0.4370948374271393, 0.03689833730459213, 0.33017536997795105, -0.5704220533370972, -0.7681899666786194, 0.03018871694803238, 0.687729001045227, 0.08364749699831009, -0.14342592656612396, -0.27024272084236145, -0.3340640664100647, 0.2730318307876587, 0.13112349808216095, -0.15533049404621124, -0.7338045835494995, 0.896194577217102, -0.18301361799240112, -0.2282942533493042, 0.773192822933197, -0.6308995485305786, -0.4694879949092865, -0.8133549094200134, 0.26298007369041443, 1.2769100666046143]"
:file_folder:,"[-0.050051670521497726, -0.2229122370481491, 0.3065972924232483, 0.38117527961730957, -0.046737171709537506, 0.008968980051577091, -0.1295107752084732, -0.4559481143951416, -0.7362972497940063, -0.2842186689376831, 0.034936897456645966, 0.129930317401886, 0.03974151611328125, -0.046108048409223557, -0.1677798479795456, -0.007032008375972509, -0.05106591433286667, -0.5617129802703857, 0.39953818917274475, -0.07355549186468124, -0.08493831008672714, 0.09145868569612503, 0.09004469960927963, 0.14914053678512573, -0.19569231569766998, 0.36353886127471924, 0.22715389728546143, -0.2900387644767761, -0.22699838876724243, -0.4865801930427551, 0.4068135619163513, -0.12313127517700195, -0.043584778904914856, 0.15473432838916779, 0.48882150650024414, -0.4249298572540283, 0.3480656147003174, -0.15703080594539642, 0.08807842433452606, -0.055195581167936325, 0.4874756336212158, 0.09471765905618668, -0.2766927480697632, 0.35330432653427124, -0.035106875002384186, -0.1668228656053543, -0.4862291216850281, 0.22805187106132507, 0.11835159361362457, 0.6307921409606934]"
:bullet_train:,"[0.4160996973514557, 0.047358911484479904, 1.1074424982070923, -0.2296476811170578, -0.8855528235435486, -0.8112822771072388, -0.31742802262306213, -0.359743595123291, 0.21062156558036804, -0.81123948097229, 0.76689213514328, -0.5654287934303284, -1.692275047302246, 0.38152483105659485, -0.7578322291374207, 0.6169111728668213, 0.4961472749710083, 0.6675829291343689, -0.4617112874984741, -0.08504346013069153, 0.8128331899642944, -0.15853744745254517, -1.3078947067260742, 0.45721492171287537, -0.10099127143621445, -0.48423710465431213, 0.20230735838413239, 0.17974534630775452, 0.15810993313789368, 0.08032792806625366, -0.081998810172081, 0.46843817830085754, 0.2546629011631012, -0.7058725953102112, -0.22889545559883118, -0.583649754524231, 1.8714227676391602, 0.12301605194807053, 0.23903390765190125, 0.940077543258667, -0.3868182301521301, 0.2093743532896042, 0.36514386534690857, -0.5374021530151367, -1.78504478931427, -0.3394067585468292, 0.6298030614852905, -0.3441426753997803, 0.006921817548573017, -0.0293209757655859]"
:tractor:,"[0.28676313161849976, 0.4824437201023102, 0.4347279965877533, 0.08783511072397232, -0.3422120213508606, 0.6685863733291626, -0.4338245391845703, 0.2251964956521988, 0.43634578585624695, -0.8416513800621033, -0.03176474943757057, -0.14075596630573273, -0.14612844586372375, -0.28007522225379944, -0.5296036601066589, 0.28991881012916565, 0.08422625809907913, 0.3458317518234253, 0.15605172514915466, -0.229300394654274, 0.6570664644241333, -0.5610508322715759, -0.36133691668510437, -0.3654855489730835, 0.2580210864543915, -0.28572067618370056, -0.3051741421222687, -0.15443280339241028, -0.14977118372917175, -0.008456749841570854, 0.24201884865760803, -0.710898756980896, 0.2965124249458313, -0.11542903631925583, -0.11211129277944565, 0.6465055346488953, 0.2806418240070343, -0.6264405250549316, 0.2603055536746979, 0.6145277619361877, -0.1401176005601883, -0.7855566740036011, -0.43827930092811584, -0.03951422870159149, 0.10138498991727829, -0.5283036231994629, -0.4558746814727783, 0.11137309670448303, 0.29708313941955566, -0.05404631793498993]"
:full_moon:,"[0.8106008768081665, 0.4483894109725952, -0.20178961753845215, 0.4127950370311737, -0.5441657900810242, 0.023957151919603348, 0.05090470239520073, 0.721777081489563, -0.9311649799346924, -0.5976396799087524, -0.41363057494163513, -1.426808476448059, -0.5671414732933044, 0.7388575077056885, 0.8614409565925598, 0.09418504685163498, -0.08879335969686508, 0.6004016995429993, -0.793030321598053, 0.29417839646339417, -0.273878276348114, 0.06771037727594376, 0.0758330374956131, 0.8017599582672119, 0.1581868678331375, -0.4726259410381317, 0.34001976251602173, -0.08233784884214401, -0.022887079045176506, 1.371001124382019, 0.4468981623649597, -0.7012685537338257, -0.3103991448879242, -0.05824076756834984, 0.3485950231552124, -0.051750585436820984, -0.30564215779304504, 0.45837023854255676, 0.5893088579177856, -0.7834896445274353, -0.5532770752906799, 0.46265843510627747, 0.2816275656223297, 0.03510548174381256, -0.14830246567726135, 1.1231775283813477, 0.8892512321472168, 0.5720047354698181, -0.16029688715934753, 0.9366708993911743]"
:crayon:,"[0.24195125699043274, -0.29262489080429077, 0.12978969514369965, 0.007609398569911718, 0.2731453776359558, 0.1727035790681839, -0.04850976914167404, -0.16624291241168976, -0.387129545211792, 0.18869544565677643, -0.0489882230758667, -0.3027338683605194, 0.07921865582466125, -0.02294176258146763, 0.45005932450294495, 0.03030869923532009, -0.03739307448267937, -0.6401895880699158, 0.2782323360443115, -0.09141619503498077, -0.013240784406661987, -0.43585094809532166, 0.26076358556747437, 0.13144555687904358, 0.4616319239139557, -0.07842402160167694, 0.39255598187446594, -0.3277490735054016, 0.49133554100990295, -0.3906637132167816, 0.2983327805995941, -0.881130039691925, 0.15409041941165924, -0.21097174286842346, -0.07301530241966248, -0.24918222427368164, 0.2033049464225769, 0.19817373156547546, 0.6804901361465454, -0.048754140734672546, 0.17878492176532745, 0.423717737197876, 0.2816691994667053, -0.2681049108505249, 0.2524157464504242, -0.24612641334533691, -0.08908762782812119, 0.4528532326221466, 0.12120858579874039, 0.17557626962661743]"
:keyboard:,"[-0.09458515048027039, -0.4127084016799927, 0.6616209149360657, 0.5934357643127441, -0.6651645302772522, 0.2317015826702118, 0.5458101034164429, -0.05569278448820114, -0.001538150361739099, 0.8137835264205933, -0.6529881358146667, -0.6366810202598572, -0.08166155964136124, 0.3581373989582062, 0.09395475685596466, -0.13920247554779053, -0.10858088731765747, -0.3027583062648773, -0.6792733669281006, -0.36201924085617065, -0.4313431978225708, -0.12369561940431595, -0.08258277922868729, 0.09272927045822144, 0.5163896679878235, -0.20493251085281372, 0.4695613384246826, -0.048153966665267944, 0.6559264063835144, 0.11267594993114471, 0.07808072865009308, -0.9993534684181213, 1.0885679721832275, 0.1604020893573761, -0.2115897536277771, -0.5492225885391235, 0.20742486417293549, -0.13987351953983307, 0.34268105030059814, 0.026868751272559166, -0.08010945469141006, 0.28610435128211975, 0.515731930732727, -0.04840359836816788, -0.3441486954689026, -0.24968171119689941, 0.030334027484059334, 0.1678519994020462, 0.216873437166214, 0.4109756648540497]"
:gear:,"[-0.21111559867858887, 1.1041959623980802e-05, 0.26344558596611023, 0.13689906895160675, -0.28928446769714355, 0.08110849559307098, 0.14957092702388763, 0.03207745775580406, 0.4160938560962677, 0.10350106656551361, 0.22764423489570618, -0.1986415684223175, -0.09486731886863708, -0.22493332624435425, -0.438629686832428, 0.11128073930740356, 0.07584475725889206, 0.6205568909645081, -0.49628975987434387, -0.02508910372853279, 0.5335046648979187, -0.1003468856215477, 0.08226364850997925, -0.2319275587797165, -0.7290902733802795, 0.24221371114253998, -0.030244482681155205, -0.20489604771137238, 0.48532557487487793, 0.17378166317939758, 0.001288284664042294, -0.29382655024528503, -0.07461504638195038, -0.24088002741336823, 0.3980206847190857, 0.6867724061012268, -0.3781851530075073, -0.17917215824127197, -0.013540972024202347, 0.4919012486934662, 0.023365942761301994, 0.03560595214366913, 0.584044873714447, 0.27665001153945923, -0.18640568852424622, -0.12012262642383575, 0.15430177748203278, -0.1421370953321457, -0.1487559974193573, -0.6341542601585388]"
:bridge_at_night:,"[-0.07895717769861221, 0.1525951474905014, -0.2890939712524414, 0.945746660232544, -0.14066563546657562, -0.6852531433105469, -0.18484558165073395, 0.2440534234046936, -0.054897330701351166, 0.05244101211428642, -0.43684402108192444, -0.4716683626174927, -0.029798012226819992, 0.21841205656528473, 0.06131770834326744, 0.087186798453331, 0.3220004439353943, -0.03720063343644142, -0.7082785964012146, 0.08283743262290955, 0.5766605138778687, -0.37000179290771484, -0.1897670477628708, -0.8569835424423218, -0.381216824054718, 0.4947133958339691, 0.35107240080833435, 0.35055723786354065, 0.04375072941184044, 0.41787391901016235, -0.2606569230556488, 0.345965713262558, 0.05290840193629265, -0.7398714423179626, 0.30839040875434875, 0.24091646075248718, 0.4798065721988678, 0.3579762279987335, -0.43634364008903503, 0.536215603351593, -0.5756034851074219, 0.22989130020141602, -0.18333454430103302, -0.3559149205684662, -0.43186479806900024, 0.7696208953857422, 0.8922223448753357, -0.3732217252254486, -0.676601231098175, -0.5496097803115845]"
:building_construction:,"[0.7530954480171204, -1.0805816650390625, 0.5358591079711914, -0.8640121221542358, 0.8906406760215759, 0.6103227138519287, -0.8838487267494202, -0.23550653457641602, 0.1644018441438675, 0.07375785708427429, 0.1545087695121765, -0.421718567609787, -0.9622430801391602, -0.7951231002807617, -0.7934834361076355, -0.217876598238945, 0.05194195359945297, 1.492374300956726, -0.33562493324279785, 0.2636965811252594, 0.8567431569099426, 0.41752469539642334, -1.004796028137207, -1.100835919380188, -1.6870330572128296, 0.12898996472358704, 1.686584234237671, -0.12959229946136475, 0.14515990018844604, 0.6731608510017395, 0.947921872138977, -1.969290018081665, 0.5087605714797974, -1.2169218063354492, 0.2553316652774811, 1.0251413583755493, 0.8360664248466492, 0.9236119985580444, -0.6153376698493958, 0.5570529103279114, -0.07804490625858307, -0.7011553645133972, -0.015449958853423595, 0.4974125921726227, 0.18916329741477966, 0.031161781400442123, -1.9528040885925293, 0.978998064994812, -1.1860498189926147, 0.6186315417289734]"
:down-right_arrow:,"[-0.08950451016426086, 0.17425891757011414, 0.47520607709884644, -0.32173916697502136, -0.631547212600708, -0.21048486232757568, 0.5106201767921448, 0.40736836194992065, 0.5598943829536438, -0.28603395819664, -0.1832212656736374, -0.4246428608894348, 0.2123132050037384, 0.41344910860061646, -0.4049495756626129, 0.023586293682456017, 0.4568827748298645, -0.28873831033706665, -0.054723240435123444, -0.08650514483451843, 0.19008061289787292, -0.02627727948129177, -0.4478267431259155, 0.598900556564331, -0.15163710713386536, -0.23484711349010468, -0.3733002245426178, 0.06822945177555084, 0.3643144369125366, -0.27505743503570557, 0.6320073008537292, 0.08104116469621658, -0.08644822984933853, 0.17375239729881287, -0.055597107857465744, 0.42188066244125366, -0.1849343329668045, -0.3386467695236206, 0.4594574570655823, 0.12115039676427841, 0.042741987854242325, -0.23256349563598633, -0.06171121075749397, -0.35607993602752686, -0.20685313642024994, -0.26480093598365784, 0.07559458911418915, 0.41570979356765747, -0.19587954878807068, -0.02823588252067566]"
:package:,"[0.6132232546806335, 0.0993741825222969, 0.9565929174423218, 0.653860330581665, -0.3004852831363678, -0.049120042473077774, 0.3174990117549896, -0.4753984808921814, 0.2508385181427002, 0.509968101978302, -0.6138647794723511, -0.011577881872653961, 0.08987779170274734, 1.095353126525879, 0.35669878125190735, -0.12353536486625671, 0.28787800669670105, -0.48966774344444275, 0.1753537356853485, -0.17482499778270721, 2.218424081802368, -0.46956953406333923, -1.40131676197052, -0.5280331373214722, -0.31477516889572144, 0.986335277557373, 0.3545193076133728, 1.1106271743774414, -0.43035468459129333, -0.32653748989105225, 0.4796600341796875, -0.6736080646514893, -0.8301910161972046, -0.35842135548591614, -0.7723935842514038, -0.6664916276931763, 0.2172606885433197, 0.31401756405830383, 0.11833935230970383, -0.4920578896999359, -0.06756682693958282, -0.30489200353622437, -0.00966787338256836, -0.7248749732971191, -0.5805457830429077, 0.4662573039531708, 0.006012737285345793, -0.2763306498527527, 0.5413547158241272, -0.6584376692771912]"
:lady_beetle:,"[0.7434276342391968, -0.3131752610206604, -0.19659845530986786, 0.33407729864120483, -0.031221682205796242, 0.3669145107269287, -0.3221331238746643, -0.22175483405590057, -0.06166175380349159, -0.2753680348396301, 0.15441061556339264, 0.2979000508785248, 0.06866297125816345, -0.49412310123443604, 0.28394022583961487, 0.31944355368614197, -0.041121724992990494, -0.49648863077163696, -0.07440204918384552, 0.09274450689554214, 0.3616982400417328, -0.1149589791893959, 0.08575247973203659, -0.09645524621009827, 0.38307344913482666, 0.31920289993286133, 0.1141594871878624, -0.5755811333656311, -0.061735231429338455, -0.39530208706855774, -0.2189098447561264, -0.06253056973218918, -0.15184196829795837, -0.24125036597251892, -0.08144102245569229, -0.41757267713546753, 0.0352780781686306, -0.1586216539144516, 0.26737943291664124, -0.4427998661994934, -0.3202548027038574, -0.10282401740550995, -0.1437201052904129, 0.11936093866825104, 0.24478241801261902, 0.2238999605178833, -0.17365404963493347, -0.30863839387893677, 0.00016156553465407342, 0.20613685250282288]"
:trackball:,"[-0.1258619874715805, -0.16273565590381622, 0.1264248788356781, -0.2577739953994751, -0.13705585896968842, 0.024407649412751198, 0.02689134143292904, 0.05977896973490715, 0.06414290517568588, 0.1714429259300232, -0.21666784584522247, 0.029147863388061523, -0.008762938901782036, 0.37094172835350037, -0.04125720262527466, 0.23686394095420837, -0.10736598819494247, -0.2113552838563919, -0.032425977289676666, -0.16979317367076874, 0.32900354266166687, -0.18700619041919708, -0.2127050757408142, -0.14816132187843323, 0.2516297399997711, 0.18285126984119415, 0.009857197292149067, -0.12307748198509216, -0.06921079009771347, -0.3197677731513977, -0.0822141095995903, -0.05975800007581711, -0.0716724619269371, -0.14570416510105133, 0.013878515921533108, 0.02274746634066105, -0.1590375155210495, 0.24905622005462646, 0.03637465089559555, -0.21446244418621063, -0.06103190407156944, -0.07159769535064697, -0.06396841257810593, 0.11536598205566406, -0.02422955259680748, 0.30095309019088745, 0.36446988582611084, 0.2623920738697052, -0.0768207535147667, 0.040515393018722534]"
:taxi:,"[0.46479368209838867, -0.06828151643276215, -0.051807839423418045, 0.26498082280158997, -0.809558629989624, -0.24662262201309204, -0.6072469353675842, -0.15224432945251465, -0.08828150480985641, -0.24110139906406403, 0.2653592526912689, -0.916953444480896, -0.6640421152114868, -0.6230263710021973, 0.04360128194093704, -0.7515909075737, 0.10711550712585449, 1.1961894035339355, 0.027808016166090965, 0.25296807289123535, 0.7487079501152039, -0.0034182965755462646, -1.0245195627212524, 0.46458330750465393, -0.11970744282007217, -0.09721522033214569, 0.2618507742881775, -0.01271421741694212, 0.2888762950897217, 0.44685813784599304, -0.03805310279130936, -0.5239335298538208, 0.1923750787973404, -0.2442692220211029, 0.6437814235687256, -0.8681850433349609, 0.134475439786911, -0.4049113392829895, 1.2378488779067993, 0.4989594519138336, -0.21704848110675812, -0.1987534612417221, 0.18581527471542358, -0.08143561333417892, -0.42275601625442505, -0.354631245136261, -0.922998309135437, 0.42534923553466797, 0.9089637994766235, 0.2425352931022644]"
:person_taking_bath_light_skin_tone:,"[-0.03167274594306946, 0.025064652785658836, -0.020068475976586342, 0.05820728465914726, 0.039551086723804474, 0.5333341956138611, -0.1610165536403656, -0.246966153383255, -0.036000512540340424, -0.4424142837524414, -0.17501777410507202, -0.026492318138480186, -0.17725202441215515, 0.02438710816204548, 0.06678774952888489, -0.040318649262189865, 0.10662360489368439, -0.0441189743578434, -0.10172604769468307, -0.018990222364664078, 0.3130411207675934, 0.1328168511390686, 0.09303116053342819, -0.08360039442777634, 0.28468820452690125, 0.17419537901878357, -0.2821524739265442, -0.039951786398887634, -0.2226683795452118, 0.021760741248726845, 0.1685364544391632, -0.34424951672554016, 0.15841343998908997, -0.03123883157968521, -0.0795656219124794, -0.049118585884571075, 0.3585052192211151, -0.13667123019695282, 0.22273953258991241, 0.025904793292284012, 0.2628290355205536, -0.1693544238805771, -0.4224761128425598, -0.12611964344978333, -0.21304337680339813, 0.047726526856422424, -0.22859585285186768, -0.09633234888315201, 0.08835592120885849, 0.6964086890220642]"
:moon_viewing_ceremony:,"[0.08554539084434509, 0.7653605937957764, 0.1725781112909317, -0.0070103672333061695, -0.04879153519868851, -0.4418894350528717, -0.34198135137557983, -0.2752072811126709, 0.15956920385360718, 0.006198566406965256, -0.417807012796402, -0.03447452187538147, 0.06048957258462906, 0.11454471200704575, 0.4898377060890198, 0.07059869170188904, 0.5170126557350159, 0.12890511751174927, -0.01005462184548378, -0.3964984118938446, 0.038928043097257614, 0.10425274819135666, 0.6232876777648926, -0.10932157188653946, 0.5961037874221802, 0.2790307104587555, 0.007445481140166521, 0.03429921343922615, 0.1035156100988388, 0.15582314133644104, -0.16840505599975586, -0.027725132182240486, -0.3117205798625946, 0.36362922191619873, 0.4592450261116028, 0.1848979890346527, -0.031701888889074326, -0.14053432643413544, -0.009380852803587914, 0.16318559646606445, -0.5918080806732178, -0.3000764548778534, -0.3959631323814392, -0.18185575306415558, -0.03844226896762848, -0.041948188096284866, 0.04425966367125511, -0.13428516685962677, -0.5123344659805298, 0.16668881475925446]"
:pig:,"[0.4416370391845703, -0.7518986463546753, -0.3358404040336609, -0.1665506511926651, 0.3225040137767792, 0.4875165820121765, -0.019565315917134285, 0.10283117741346359, 0.533967912197113, 0.052735209465026855, -0.2999054193496704, 0.3193260431289673, 0.13942411541938782, -0.27953895926475525, 0.09888484328985214, -0.3289605975151062, 0.5789976119995117, 0.2064274400472641, 0.09033273905515671, 0.6012193560600281, 0.22504693269729614, -0.09864877909421921, -0.17351503670215607, -0.06422428041696548, -0.24082671105861664, -0.21908792853355408, 0.33900102972984314, -0.06189196929335594, 0.4661487638950348, -0.7544600367546082, 0.2282135784626007, -0.5091166496276855, -0.19373783469200134, -0.17993152141571045, -0.5843261480331421, 0.2668067216873169, 0.17173577845096588, -0.06775850802659988, 0.9888924360275269, -0.009002052247524261, 0.4441749155521393, -0.11374733597040176, -0.46309515833854675, 0.14173966646194458, 0.5896463990211487, -0.04694594815373421, -0.2972185015678406, -0.006079735700041056, 0.2800830900669098, 0.5193688273429871]"
:girl_medium-dark_skin_tone:,"[0.0026825445238500834, 0.2156071960926056, 0.03663807362318039, 0.08097483962774277, 0.15968532860279083, -0.007912809029221535, -0.13817234337329865, 0.07979603111743927, 0.36132365465164185, 0.2198270857334137, -0.08950979262590408, -0.014091243967413902, 0.2787386476993561, 0.21803246438503265, 0.1095399335026741, 0.04761558398604393, 0.027824608609080315, 0.12305617332458496, 0.38602325320243835, 0.08930011093616486, -0.37838757038116455, 0.3159724175930023, -0.026855703443288803, -0.23318888247013092, 0.2196856588125229, -0.07994980365037918, -0.28575584292411804, 0.1871226280927658, -0.07488220930099487, 0.2332022488117218, -0.031242042779922485, -0.07736139744520187, 0.04917839169502258, 0.05421461910009384, 0.04681474715471268, 0.1941775381565094, -0.5001220107078552, -0.2096106857061386, 0.14070819318294525, 0.01208243053406477, -0.11096025258302689, 0.00959846656769514, -0.0511329211294651, -0.17992256581783295, -0.020619912073016167, -0.4054146707057953, 0.3382028043270111, 0.027542073279619217, -0.15032240748405457, -0.02193531207740307]"
:ear_medium-light_skin_tone:,"[0.1412312239408493, 0.531833291053772, -0.10069593787193298, 0.0946270301938057, 0.015649443492293358, 0.2170526087284088, 0.10196744650602341, -0.16546767950057983, 0.4884018301963806, 0.0008423513500019908, 0.02668794058263302, 0.5035549998283386, -0.025098459795117378, 0.1459466814994812, 0.1360459327697754, -0.3286094069480896, -0.2035163789987564, -0.5697554349899292, 0.17604592442512512, -0.4977187216281891, 0.2493985891342163, 0.12676167488098145, 0.3735264241695404, -0.11632668226957321, -0.11258986592292786, -0.026238437741994858, -0.1614777147769928, -0.4422858953475952, -0.5241802334785461, -0.4178251624107361, 0.1606733202934265, -0.21466824412345886, -0.038298096507787704, -0.10779516398906708, 0.17593879997730255, -0.037453316152095795, 0.15101243555545807, -0.6628259420394897, 0.29881250858306885, 0.05002386495471001, 0.0908576250076294, -0.04748699814081192, -0.13933609426021576, 0.2939877510070801, 0.13454577326774597, 0.028940541669726372, -0.1235315203666687, -0.2592301368713379, -0.2862008810043335, -0.06755717843770981]"
:black_flag:,"[-0.12418656796216965, -0.04407470300793648, -0.2010103315114975, 0.04451167583465576, -0.08022908121347427, 0.003877990646287799, -0.10122308135032654, -0.04983803629875183, -0.20932570099830627, -0.5171244740486145, 0.21844172477722168, -0.29374876618385315, 0.04390636086463928, 0.013035004958510399, -0.27587398886680603, -0.3717767298221588, -0.18974213302135468, 0.01400352269411087, -0.2434241771697998, 0.1272822469472885, -0.004590535070747137, 0.09939273446798325, -0.12720084190368652, -0.22812339663505554, -0.13743194937705994, 0.2064720243215561, 0.05328864976763725, -0.16734760999679565, -0.3044581115245819, 0.14773108065128326, -0.003958842251449823, -0.010083225555717945, -0.3018660247325897, 0.0012054401449859142, -0.048053402453660965, -0.12911809980869293, -0.33441102504730225, -0.21243524551391602, -0.2296973466873169, 0.019026823341846466, -0.006650604773312807, 0.08542662113904953, -0.06871611624956131, -0.14991286396980286, -0.17627528309822083, 0.26846015453338623, -0.44592759013175964, 0.24087649583816528, -0.11342701315879822, -0.5564708709716797]"
:department_store:,"[1.1673367023468018, 0.6009146571159363, -0.11453968286514282, 0.887906551361084, 0.5131534934043884, -0.7159072160720825, -1.1822090148925781, 0.7087273597717285, 1.145032525062561, -1.9166154861450195, -0.23233845829963684, -0.4777796268463135, -0.8057714104652405, -1.5887033939361572, -0.3540966808795929, 1.400269627571106, -0.10507319867610931, 0.2611209750175476, -0.13506023585796356, -1.1796948909759521, 1.5887422561645508, 0.17357321083545685, -1.9875270128250122, -0.5377960205078125, -0.535112738609314, -0.10511984676122665, -0.8204050660133362, 0.2217293083667755, -0.43119364976882935, 0.9935418963432312, 0.5889142751693726, -0.7059124112129211, 2.0161290168762207, 0.25986289978027344, 0.1615845412015915, 0.01981423795223236, -0.050986483693122864, -0.5006818175315857, -1.1108105182647705, 0.6778818368911743, 0.599459171295166, 0.0813295990228653, 1.1712092161178589, -0.6560370922088623, 1.0445892810821533, 0.6507121920585632, -0.9622641205787659, 0.7727656364440918, -0.7675370573997498, 0.9317531585693359]"
:clapping_hands_medium_skin_tone:,"[-0.21164223551750183, 0.5455692410469055, -0.23602966964244843, -0.35868316888809204, 0.19521726667881012, -0.14459222555160522, -0.11627790331840515, 0.17302124202251434, 0.06759283691644669, -0.41024643182754517, 0.41818767786026, 0.6536544561386108, 0.7402201294898987, 0.4168361723423004, -0.02859538607299328, 0.2591080963611603, -0.1720191091299057, -0.28470277786254883, 1.1279504299163818, -0.7334248423576355, 0.12194327265024185, -0.3273445963859558, 0.011194414459168911, 0.48932746052742004, 0.6215319633483887, 0.22346527874469757, 0.21731418371200562, -0.11921568214893341, -0.48842528462409973, -1.2991046905517578, -1.5082011222839355, 0.9465819001197815, -0.2330443412065506, 0.2505461871623993, 0.1438470035791397, 0.1250878870487213, -0.1837732046842575, 0.08418618887662888, 0.12260252982378006, 0.010828540660440922, -0.3603619933128357, 0.6129077076911926, -0.4277665615081787, -0.7765334844589233, 0.12458173930644989, -0.8335076570510864, 0.5170882940292358, -0.060818422585725784, -0.3052959740161896, 0.11603959649801254]"
:watermelon:,"[0.3643873631954193, -0.13121140003204346, -0.13854603469371796, 0.039322562515735626, -0.05001003295183182, 0.005044500343501568, -0.03955536708235741, -0.1203940287232399, -0.13486069440841675, 0.09453331679105759, -0.284557580947876, -0.06264329701662064, 0.08713945001363754, -0.34599992632865906, 0.22664950788021088, 0.008499863557517529, 0.05002126842737198, 0.3255588710308075, 0.17393893003463745, -0.026751702651381493, 0.2883492410182953, -0.26565584540367126, 0.09934903681278229, 0.12548880279064178, -0.03395434468984604, 0.4821484386920929, 0.15836267173290253, 0.1579866260290146, -0.5181864500045776, 0.0670766532421112, -0.14541728794574738, -0.09791268408298492, 0.2965206801891327, 0.2747964859008789, 0.16045551002025604, -0.26551923155784607, -0.6290336847305298, 0.029056012630462646, 0.2887629568576813, -0.33894550800323486, -0.6047022342681885, -0.45328935980796814, 0.10763658583164215, -0.3292056620121002, 0.2334040254354477, -0.00559200206771493, 0.09650897979736328, -0.39844971895217896, 0.06290972232818604, 0.011077710427343845]"
:honey_pot:,"[0.5603521466255188, 0.7843456268310547, 0.3895893394947052, -0.7252539396286011, -0.2175484150648117, -0.0846962183713913, -0.7549809813499451, -0.29060572385787964, -0.5435070395469666, -0.6030175089836121, 0.09674876183271408, 0.40163978934288025, 0.37824052572250366, -0.5049254298210144, 0.5321747064590454, 0.003174468409270048, 0.03766948729753494, -0.6807568073272705, 0.4712994694709778, 0.12840969860553741, -0.3780665397644043, 0.23175041377544403, 1.5291539430618286, 0.548200786113739, -0.013624096289277077, 0.39915385842323303, -1.1170501708984375, -0.4547029137611389, 0.3150273263454437, -1.64608895778656, -0.8248551487922668, -0.09943883121013641, 0.5045416355133057, 0.19222652912139893, -0.4522344470024109, 0.36489737033843994, -0.706764817237854, 0.310504674911499, 1.3397045135498047, 0.05184774845838547, -0.4067699909210205, 0.16154909133911133, -0.6985093951225281, 0.47131407260894775, 0.9705859422683716, -0.7083011269569397, -0.39463648200035095, 0.13008376955986023, -1.0420560836791992, 0.5244251489639282]"
:boy_dark_skin_tone:,"[-0.47453996539115906, 0.3538365662097931, -0.03049343451857567, -0.16294828057289124, 0.27820998430252075, 0.30489689111709595, -0.22852250933647156, -0.1508914828300476, 0.10636848956346512, -0.37265464663505554, -0.12172369658946991, 0.009997870773077011, 0.09616737812757492, -0.06528405100107193, 0.0516885444521904, -0.027836015447974205, 0.17179028689861298, 0.050859589129686356, 0.12180780619382858, -0.009777306579053402, 0.014267856255173683, 0.3062219023704529, 0.04889897257089615, -0.05285346135497093, -0.05888144671916962, -0.07641228288412094, -0.13384267687797546, 0.20026662945747375, -0.1379067301750183, -0.19575925171375275, -0.17707569897174835, -0.10517648607492447, -0.027190864086151123, -0.12080247700214386, 0.2627135217189789, 0.08320783078670502, -0.22761593759059906, 0.15706287324428558, 0.5191054940223694, -0.038702234625816345, -0.2509745657444, 0.3676418960094452, -0.05693984031677246, -0.22957448661327362, 0.16117320954799652, 0.1778365820646286, -0.20206323266029358, -0.04160654917359352, 0.19719910621643066, 0.06209459900856018]"
:wine_glass:,"[-0.44244900345802307, 0.4660479724407196, -0.5008394718170166, -0.08542617410421371, -0.09271768480539322, -0.23405221104621887, -1.232191562652588, -0.4366564154624939, -0.09150765091180801, 1.2336429357528687, 0.3169719874858856, -0.1695934534072876, 0.08866165578365326, 0.037278302013874054, 0.4860502779483795, 0.35509759187698364, 0.015380192548036575, 0.2674243748188019, -0.13490347564220428, -0.6588022708892822, 1.0033890008926392, -0.23181913793087006, 0.09059004485607147, -0.1516643464565277, -0.2448546141386032, 1.5486093759536743, -0.757450520992279, 0.09552916139364243, -0.28640151023864746, 0.5670903921127319, 0.03789606690406799, -0.1760326325893402, -1.9845465421676636, 0.2795419692993164, 0.22805334627628326, -0.06300005316734314, -0.5088231563568115, 0.4417368769645691, 0.5191519260406494, 0.9929554462432861, -0.19462208449840546, 0.41280874609947205, -1.4355225563049316, -0.09590490907430649, 0.21077539026737213, 0.8729953169822693, -0.4263126254081726, -0.04945794865489006, -0.13012607395648956, -0.2778396010398865]"
