Emoji,Embedding
:ferry:,"[-0.5000517964363098, -0.5385768413543701, 0.33045703172683716, 0.8508153557777405, 0.15800797939300537, -0.6609839797019958, 0.3880438804626465, -0.4566660523414612, -0.15949034690856934, -0.6372495293617249, 0.40528249740600586, 0.29687708616256714, 0.7099140882492065, -1.2473572492599487, 0.6016423106193542, -0.6374313831329346, -0.2783719003200531, 0.06332910060882568, 0.8421604633331299, 0.07134400308132172, 0.29473307728767395, -0.6448168158531189, 0.32184821367263794, -0.9221059083938599, -0.6566664576530457, -0.7715449333190918, 0.5847561955451965, 0.9995866417884827, 0.7008713483810425, -0.1720941960811615, 0.6597176194190979, 0.03831927105784416, 0.7696942687034607, -0.8076706528663635, -0.7369184494018555, -0.8489163517951965, 0.8581933975219727, 1.2384247779846191, 0.8603050708770752, -0.5042623281478882, -0.505387008190155, -0.48915132880210876, -0.47447502613067627, 0.1489529311656952, -0.32354024052619934, 0.01687495969235897, 0.7010188102722168, -0.17476339638233185, -0.866411566734314, 0.04390740022063255]"
:ice_skate:,"[0.6131868362426758, 0.6870578527450562, 0.6938444972038269, -0.6607556343078613, -0.1877150684595108, 0.10877589881420135, -0.02669309452176094, -0.060665637254714966, 0.012294513173401356, 0.6443828344345093, -0.23436270654201508, -0.6786822080612183, -0.885016143321991, 0.29929473996162415, 0.49471113085746765, -0.20325730741024017, 0.24138431251049042, -0.5458703637123108, 0.12499208003282547, -0.4970362186431885, -0.5997559428215027, 0.10206569731235504, 0.8174967169761658, 0.9329159259796143, -0.7737210988998413, -0.46654844284057617, -0.3100193440914154, 0.3212911784648895, -0.20719248056411743, -1.2215111255645752, 0.8511309623718262, 0.7865468263626099, 0.7328656315803528, 0.46202030777931213, -0.5144066214561462, 0.7562323212623596, -0.37115877866744995, 0.5513559579849243, 1.0087392330169678, 0.47214803099632263, 0.8192434310913086, -0.9003999829292297, 0.10441156476736069, -0.7500964999198914, -0.0984547957777977, -0.5214178562164307, 0.07235140353441238, -0.2601209282875061, 0.29293808341026306, -0.07096432894468307]"
:takeout_box:,"[-0.6600335240364075, 0.8358562588691711, 0.384446918964386, 0.07634615898132324, -0.5392807126045227, -0.42712876200675964, -0.46332600712776184, 0.058092378079891205, 0.7243078947067261, -0.33497077226638794, -0.4978330135345459, 0.902765154838562, -0.8560125231742859, 0.6555457711219788, -0.00035731145180761814, 0.8365041613578796, 0.7319052219390869, -0.2053913176059723, -0.40387624502182007, 0.794809103012085, -0.6763790845870972, 0.2956257164478302, -0.6633493900299072, 0.6688284277915955, -0.5895420908927917, 0.7284460067749023, -0.4476865231990814, 0.7736654281616211, -0.6878030300140381, -1.1406701803207397, -0.3511952757835388, -0.8639669418334961, 0.6871052384376526, -0.49986177682876587, 0.8646467328071594, -0.6208105087280273, 0.37185782194137573, -0.9911003708839417, 0.6543087363243103, 1.0967442989349365, 0.1182076632976532, 0.40183141827583313, -0.27776697278022766, -0.12386676669120789, 0.7012101411819458, -0.013195513747632504, 0.8251740336418152, 0.610014021396637, -0.8280159831047058, 0.764110803604126]"
:ping_pong:,"[-0.7643394470214844, 0.6694880723953247, 0.19292202591896057, -0.7537685632705688, -0.11327801644802094, 0.3156948685646057, 0.24320825934410095, 0.13769176602363586, 0.8318471312522888, -0.06904120743274689, 0.028766341507434845, 0.951992392539978, 0.7281398773193359, 0.7299339175224304, 0.08025911450386047, 0.6454944610595703, 0.5474677085876465, 0.17599038779735565, 0.5370632410049438, -0.9673610329627991, -0.6083950996398926, -0.8933987617492676, 0.6036718487739563, 0.6088400483131409, -0.5083561539649963, 0.0546441525220871, -0.7153471112251282, 0.06104669347405434, -0.4964698851108551, 0.07091889530420303, -0.4324656128883362, -0.5443117022514343, 0.12184716761112213, 0.11109793931245804, 0.035461604595184326, 0.6199564933776855, -0.3985386788845062, 0.637452244758606, -0.22372554242610931, 0.5377629995346069, -0.7385912537574768, 0.43067848682403564, -0.3163846433162689, 0.3794102072715759, 0.8816007375717163, -0.30842238664627075, 0.9398218989372253, 0.8525594472885132, 0.9664288759231567, -0.11333479732275009]"
:wilted_flower:,"[0.09548551589250565, -0.6410681009292603, 0.70136559009552, -0.06863580644130707, -0.46513667702674866, -0.005148699972778559, -0.7227393388748169, 0.35560473799705505, 0.09844318777322769, 0.3244982659816742, -0.43343523144721985, 0.23576129972934723, 1.0653040409088135, 0.20808537304401398, -0.8472049832344055, 0.39225295186042786, -0.6722280383110046, 0.28109097480773926, 0.9122955799102783, -0.5831129550933838, 0.45996221899986267, -0.7800338864326477, 0.014533581212162971, -0.5571238994598389, 1.0178343057632446, 0.6336386799812317, 0.618138313293457, -0.12346651405096054, 0.6915566325187683, -0.6135109663009644, 0.25474610924720764, 0.45553120970726013, 0.7397914528846741, 0.1298353224992752, -0.8965204954147339, 1.2355464696884155, -0.877823531627655, -0.5437473058700562, -0.554783046245575, -0.33699774742126465, 0.06634579598903656, -1.2101027965545654, 0.2979336977005005, -0.5410599708557129, 0.3241196870803833, 0.5559404492378235, -0.09156697243452072, 0.1975267380475998, -0.23767602443695068, 0.6740112900733948]"
:motorcycle:,"[-0.06251119822263718, -0.40668827295303345, 0.3405725359916687, 0.04893677309155464, 0.5033206343650818, -0.9500128030776978, -0.23963560163974762, -0.049038492143154144, 1.0403374433517456, -0.21215230226516724, -0.03275769203901291, -0.13678158819675446, -1.014591932296753, 0.4600559175014496, 0.8353782892227173, -0.1025383397936821, -0.31189578771591187, 0.09979905933141708, -0.9260412454605103, -0.31189170479774475, -0.023708553984761238, 0.017355985939502716, -0.7648956775665283, -0.14699503779411316, -0.8401025533676147, -0.7449095845222473, -0.46345746517181396, 0.9081851243972778, -0.2940586805343628, 0.05404570698738098, 0.9989829659461975, -0.33207908272743225, 0.7633423209190369, -0.216534823179245, 0.9224693179130554, 0.332001656293869, 0.07772883772850037, 0.8342771530151367, 0.7755149602890015, 0.5547081232070923, -0.7873838543891907, 0.3406202495098114, 0.8956775069236755, -0.49855533242225647, -0.6317157745361328, -0.31102144718170166, 0.04851962625980377, 0.06432783603668213, -0.6905112266540527, 0.5359240174293518]"
:eject_button:,"[-0.884651780128479, 0.18920256197452545, 0.4759570062160492, 0.5995609164237976, 0.058736857026815414, 0.751179039478302, -0.42515337467193604, -0.22107680141925812, 0.4148101508617401, 0.24093881249427795, -0.5071244835853577, 0.22914142906665802, -0.43010637164115906, -0.5312488675117493, -0.01581156626343727, 0.3766857981681824, 0.6197491884231567, 0.5875038504600525, -0.9566859006881714, -0.9566630125045776, -0.1615304946899414, 0.025064116343855858, 0.3931528925895691, -0.07146839797496796, -0.8266764283180237, 0.2621854841709137, 0.3082111179828644, 0.19128040969371796, -0.8003799915313721, 0.6947237849235535, 0.0737106204032898, 0.6067877411842346, 1.1239396333694458, -0.2780989408493042, -0.16551612317562103, -0.864123523235321, 1.079423427581787, -0.05828159302473068, 0.15253354609012604, 0.8751314282417297, -0.7619010210037231, 0.7863593697547913, -0.6940775513648987, -0.1592145711183548, -0.6482977867126465, 0.13123002648353577, 0.6738628149032593, -0.4172903597354889, 1.131257176399231, 0.5447930693626404]"
:camping:,"[-0.005416452884674072, -0.10720529407262802, 0.4503531754016876, -0.2038698047399521, -0.0795307606458664, -0.4522460103034973, 0.8275019526481628, 0.05630442500114441, 0.4495183527469635, 0.013038668781518936, 0.7031044363975525, -0.39316171407699585, 0.33348843455314636, -0.5619375705718994, 0.5681599378585815, 0.0740552544593811, -0.36345523595809937, -0.3893069922924042, -0.9476503133773804, 0.8198786973953247, -0.3786177337169647, 0.7279391288757324, 0.554434061050415, -0.2619978189468384, 0.10491728782653809, -0.18502536416053772, -0.27899911999702454, 0.13688799738883972, -0.6973307132720947, -0.3422391712665558, 0.1553499400615692, -1.3592431545257568, -0.350355327129364, -0.5178937315940857, 0.9097422361373901, 0.980620265007019, 0.4241904616355896, -0.2706984579563141, -0.22009651362895966, 0.20500895380973816, -0.029031936079263687, -0.3762395679950714, -0.07760017365217209, 0.12160298973321915, -1.0964919328689575, 0.6528326869010925, 0.19312860071659088, 0.6368506550788879, -0.6502137780189514, 0.19293370842933655]"
:shinto_shrine:,"[0.6329115033149719, -0.22273360192775726, -0.7528384327888489, -1.1148860454559326, -0.40369153022766113, 0.46495428681373596, 0.6384841203689575, 0.7076135277748108, 0.18371745944023132, -0.2780072093009949, -0.0034166902769356966, 0.8887231349945068, 0.90887850522995, -0.7417967319488525, -0.28157317638397217, 0.618651807308197, -0.20965442061424255, -0.09874795377254486, -0.04641072824597359, -0.02566678449511528, -0.4633063077926636, -0.8321467041969299, 1.2448666095733643, -1.2126708030700684, -0.32120707631111145, -0.5759326815605164, -0.720960795879364, 1.0615689754486084, 0.2750508487224579, 0.1412520557641983, -1.048276424407959, 0.34125879406929016, 0.5696184039115906, -0.9852179884910583, 0.36415958404541016, -0.9808815717697144, -0.13628865778446198, -0.09055207669734955, -0.1565738320350647, 0.7361839413642883, -0.7727566361427307, -0.7774741053581238, 1.1571944952011108, 1.3377970457077026, -0.3119314908981323, -1.0778454542160034, 0.5022013187408447, -0.715560257434845, 0.015195575542747974, -0.9358857870101929]"
:shark:,"[-0.5585495233535767, 0.8880263566970825, 0.41965192556381226, 0.3005346357822418, 0.7054097056388855, 0.7456634640693665, -0.9688313603401184, -0.6428164839744568, -0.1247737929224968, 0.12509118020534515, -0.3062881529331207, 0.2419700175523758, 0.36150047183036804, -0.15992192924022675, -0.22884950041770935, -0.04663413390517235, -0.7407361268997192, -0.7542033791542053, 0.5052072405815125, -0.5206871628761292, -0.6589335799217224, -0.03075459413230419, -0.3232033848762512, -0.5891727209091187, 0.7947116494178772, 0.08598166704177856, 0.4891706109046936, 0.5855947732925415, -0.8733855485916138, 0.18538740277290344, -0.2886175215244293, -0.6183911561965942, 0.6978188157081604, -0.270050585269928, -0.7532059550285339, -0.8838406205177307, -0.6703519225120544, 0.6318984627723694, 0.4959668815135956, 0.39997297525405884, 0.24710124731063843, 0.025157932192087173, 0.020396871492266655, 0.18400925397872925, 0.40816348791122437, 0.0902043879032135, 0.36042284965515137, -0.0925230011343956, 0.9974485635757446, 0.7592025399208069]"
:bat:,"[-1.0739351511001587, 0.6826901435852051, -0.3343639373779297, -0.09607892483472824, -0.16411465406417847, -1.1664375066757202, 0.12540803849697113, -0.5987896919250488, 0.9020198583602905, -0.07226181775331497, 0.2061479687690735, -0.6983740329742432, -0.6203462481498718, 0.46506375074386597, 0.12911482155323029, -0.12699784338474274, -0.852837860584259, -0.20219403505325317, -0.7069796919822693, -0.35831859707832336, 0.34134432673454285, 0.4523715674877167, 0.6595954895019531, 0.3739181160926819, -0.8524711728096008, -0.5865151882171631, 0.6183158159255981, -0.3692881762981415, -0.10576705634593964, -0.2311508059501648, -0.3285682201385498, 0.3838762938976288, 0.14852473139762878, -0.33292317390441895, 0.9329492449760437, -0.01884298212826252, -0.40404564142227173, -0.4345855712890625, -1.1047037839889526, 0.6215490698814392, -0.4807760417461395, 0.09000270813703537, -0.5716651678085327, -0.7741554975509644, -0.38824373483657837, -1.263547658920288, -0.6701631546020508, 0.8585473299026489, 0.8481786847114563, -0.7153343558311462]"
:clamp:,"[0.8371465802192688, 0.8714814782142639, 0.48916536569595337, -0.17851600050926208, -0.34411320090293884, -0.16385327279567719, -0.4674881398677826, 0.9105858206748962, -0.05577252432703972, 0.8969631791114807, 0.05346693471074104, 0.5541841387748718, 0.8265607953071594, 0.6626046299934387, -0.48800337314605713, 0.13245579600334167, -0.7318060398101807, 0.06224161386489868, -0.7312653660774231, 0.6977417469024658, 0.6671249866485596, 0.8662901520729065, -0.3069837987422943, 0.6951074600219727, -0.0810440257191658, 0.7685965895652771, -0.6410120129585266, -0.9940782189369202, -0.07934164255857468, 0.22303715348243713, -0.4233286380767822, -0.6123426556587219, 0.04406262934207916, -0.23965562880039215, -0.5099771022796631, -0.149020716547966, 0.7992132902145386, 0.4976312518119812, 0.3613182306289673, 0.20582745969295502, 0.38825780153274536, -0.07695955038070679, 0.9622183442115784, 0.7469142079353333, -0.5081189870834351, -0.11908864974975586, -0.5484259128570557, 0.6115407347679138, -0.3388972282409668, 0.08071871846914291]"
:biohazard:,"[0.20125222206115723, -0.873134970664978, -0.9478033185005188, 1.0030088424682617, 1.1455602645874023, 0.002396870404481888, 1.2282894849777222, -1.3327860832214355, -0.7273914813995361, 0.4922940135002136, -0.2713039517402649, -0.2009594440460205, -1.0271632671356201, 0.12040114402770996, -0.7281684279441833, 0.49176719784736633, -0.9619826674461365, -0.3401091396808624, 0.6910597085952759, 0.6838590502738953, -1.1656959056854248, 0.5743528604507446, 0.5156288743019104, -0.2337983399629593, 0.30606797337532043, -0.015394392423331738, -0.041572269052267075, 0.5211744904518127, 0.5529574155807495, -0.44761529564857483, -0.5265915989875793, -1.1369946002960205, 1.281607985496521, -0.3516957759857178, -0.6784351468086243, -0.43424585461616516, -1.0416018962860107, -0.9077140092849731, 0.5882103443145752, 1.0409002304077148, 0.4176357686519623, 0.666400671005249, 0.7490597367286682, -0.5222275257110596, 0.7718594074249268, -0.17803849279880524, 1.3538044691085815, -0.10992271453142166, 0.35445278882980347, 0.44720178842544556]"
:wheel_of_dharma:,"[-0.7112101316452026, 0.33988600969314575, 0.4502948522567749, -0.03157463297247887, -0.9380497932434082, -0.9247933030128479, 0.5449597239494324, -0.08109145611524582, 1.4508109092712402, -0.626309871673584, 0.9914373159408569, -0.3599793314933777, -0.7181287407875061, 0.7903591394424438, 0.1090712770819664, 0.3663288950920105, -0.41796547174453735, 0.819176197052002, 0.13925106823444366, -0.8196882605552673, 0.30206987261772156, -0.20855621993541718, 0.09276735037565231, 0.7341197729110718, 0.8570387959480286, 0.4667685925960541, -0.02726784162223339, 0.6580508351325989, -0.9363338351249695, -0.19530609250068665, -0.6923324465751648, -0.731661856174469, -0.5690840482711792, -0.4224720597267151, -1.211805820465088, -0.6178211569786072, -0.7226377129554749, 0.5978614091873169, 0.27720963954925537, -0.5863447785377502, 0.27844181656837463, -0.22194720804691315, -0.9319091439247131, -0.1896846890449524, 0.2595129907131195, -0.9590115547180176, 0.7436371445655823, -0.4722319543361664, -0.16059580445289612, 0.17295190691947937]"
:oil_drum:,"[-0.49550455808639526, 1.0510494709014893, 0.17123988270759583, -0.35338032245635986, -0.6118066906929016, 0.7245633602142334, 0.7158076763153076, 0.1378341168165207, 0.7057396769523621, 0.1843387484550476, 0.7812865376472473, 0.7814492583274841, 0.8333306908607483, 0.3992736339569092, 0.032153740525245667, -0.8079209327697754, 0.384531170129776, -0.2767837643623352, 0.3574869930744171, -1.6732935905456543, 0.7434667944908142, -0.032507725059986115, 0.8851791024208069, -0.20438426733016968, -0.7750148773193359, 0.644232451915741, -0.2649635076522827, 0.47045305371284485, 0.7411608695983887, -0.39741379022598267, 0.2866399586200714, 0.06529971212148666, 0.13103798031806946, 0.4007413685321808, -0.2545691132545471, 0.41336607933044434, 0.28701457381248474, -0.39067527651786804, -0.0489344596862793, 0.1716734617948532, 1.0154304504394531, 0.7227482199668884, 0.4972938895225525, 0.8021419048309326, -0.05370325222611427, 0.6167243123054504, -0.2870709002017975, 0.9567800164222717, -0.11220525950193405, 0.9817301034927368]"
:person_golfing:,"[-0.14588992297649384, 0.44957849383354187, 0.03215309605002403, -0.4213721752166748, -0.5355544686317444, 0.6600920557975769, 0.7484616041183472, 0.0360090471804142, 0.2554337978363037, 0.03557756543159485, 0.11440780758857727, -0.3636611998081207, 1.1816668510437012, -1.1777958869934082, -0.29317042231559753, -1.2264461517333984, -1.3498293161392212, 0.3943728804588318, -0.2730127274990082, -0.1937716007232666, -0.6234623193740845, -0.08444244414567947, 0.48417508602142334, -0.625863254070282, 1.4374223947525024, 0.3662525415420532, 0.5059036612510681, 0.15525974333286285, -0.39944130182266235, -0.07327258586883545, -0.9806252717971802, 0.2712562382221222, -0.8674806356430054, -0.006657666992396116, 1.0715309381484985, 0.3346221148967743, 0.9573877453804016, -0.8270639181137085, 1.7996090650558472, -0.14784836769104004, 0.3592093288898468, 1.2898507118225098, 0.36292099952697754, 0.9490348696708679, 0.696968138217926, -0.40337416529655457, -0.3570655286312103, -1.1446800231933594, -0.2257867306470871, -0.7835442423820496]"
:rhinoceros:,"[0.9246061444282532, -0.38573113083839417, -0.2294003963470459, -0.6939586400985718, 0.19823399186134338, 0.29481008648872375, -0.14310428500175476, -0.08343075960874557, -0.8402202725410461, 0.28696689009666443, -0.9488694071769714, 0.7170065641403198, 0.7350521087646484, -0.29693731665611267, -0.028591223061084747, -1.435665249824524, 0.044255729764699936, 0.005277856253087521, 0.536374032497406, 0.8742288947105408, 0.05185013264417648, 0.8087865710258484, 0.8142597079277039, -0.4143739938735962, 0.7004119157791138, -0.3068569302558899, -0.09495434910058975, -0.6285189390182495, 0.6229057312011719, 0.5010818839073181, 0.7464371919631958, -0.6817123889923096, -0.2159658819437027, 0.004854040220379829, -0.7763766050338745, -0.7766715884208679, -0.4448353052139282, 0.7172116637229919, -0.7919207811355591, 0.034671563655138016, 0.9397505521774292, 0.67387855052948, 1.2341059446334839, 0.07269401103258133, -0.9770569205284119, 0.9476026892662048, 0.25224876403808594, -0.529628574848175, -0.10671470314264297, 0.9762589931488037]"
