Emoji,Embedding
:person_with_skullcap_medium_skin_tone:,"[0.2514040172100067, 0.26395222544670105, 0.6617250442504883, 0.12237787991762161, 0.15949147939682007, 0.6032043099403381, 0.7337679266929626, 0.16424140334129333, -0.01972770318388939, -0.31563130021095276, -0.5431965589523315, -0.7222272157669067, -0.0017684664344415069, -0.33378419280052185, 0.5546180605888367, 0.6344196796417236, 0.5099779963493347, 0.2990874946117401, -0.6560997366905212, 0.34981098771095276, 0.15843155980110168, 0.3371545076370239, 0.44933563470840454, 0.5717145204544067, -0.7811750769615173, 0.6775601506233215, -0.9153419137001038, 0.6645933985710144, 0.18708199262619019, 0.16475741565227509, 0.9994080662727356, -0.36306634545326233, -0.7562373280525208, -0.9168190956115723, -0.4154248535633087, 0.9453185796737671, 0.3165171146392822, 0.2764728367328644, 0.7006546258926392, -0.5417229533195496, -0.5786758661270142, -0.6888360977172852, -0.9754384756088257, 0.120360367000103, -0.8998262286186218, 0.26233991980552673, -0.3638141453266144, -0.013123967684805393, 0.6483371257781982, -0.00777419563382864]"
:closed_mailbox_with_lowered_flag:,"[0.7481677532196045, -0.9343674182891846, 0.03753150627017021, 0.711260974407196, -0.5554711818695068, -0.09513680636882782, 0.25508007407188416, -0.19369788467884064, 0.4029977023601532, -0.505441427230835, -0.7170513868331909, -0.7555320858955383, -0.7827035784721375, 0.9545766115188599, 0.9141433238983154, 0.32396507263183594, -0.916598916053772, 0.4115573465824127, 0.21018360555171967, 0.18208317458629608, 0.20230495929718018, 0.6193549633026123, 0.48004481196403503, 0.5795193314552307, 0.9809436798095703, 0.5342866778373718, 0.7233993411064148, -0.7207506895065308, -0.6823655962944031, 0.5829299092292786, -0.3031751811504364, 0.9245202541351318, -0.2830590307712555, -0.09112321585416794, 0.050912048667669296, 0.03778522461652756, -0.532490074634552, 0.3918692469596863, -0.5307308435440063, -0.949740469455719, 0.6616905927658081, 0.8658522367477417, -0.29329419136047363, -0.2616695761680603, 0.3176578879356384, -0.7652568817138672, -0.5174047946929932, 0.5964406132698059, 0.822293758392334, -0.33173322677612305]"
:snail:,"[-0.6982670426368713, -0.9403257369995117, 0.5914687514305115, 0.48281148076057434, 0.8951207399368286, -0.10396592319011688, 0.09645157307386398, -0.799573540687561, 0.9310902953147888, -0.0740007609128952, 0.481342613697052, -0.5143787264823914, 0.6521974802017212, -0.059106532484292984, 0.7747449278831482, -0.5020322203636169, -0.2812202274799347, 0.3352394998073578, 0.3760867118835449, 0.056598372757434845, -0.5149971842765808, 0.8020058870315552, 0.8029542565345764, -0.09172475337982178, -0.19597609341144562, 0.0933045744895935, 0.20826874673366547, 0.7558784484863281, 0.8591160178184509, 0.0004312440287321806, 0.6181960105895996, -0.21872007846832275, -0.4149433672428131, 0.11376185715198517, -0.42641517519950867, -0.44881701469421387, 0.6283401250839233, -0.10613268613815308, 0.31004229187965393, -0.49626776576042175, -0.5071569681167603, -0.1409076303243637, -0.8765937089920044, 0.3994468152523041, -0.1018785685300827, -0.5930113792419434, 0.8455061912536621, -0.1567983329296112, 0.32347896695137024, 0.7798362374305725]"
:person_swimming_medium-dark_skin_tone:,"[-0.9535897374153137, -0.787754237651825, 0.18793538212776184, -0.5586444735527039, 0.21626366674900055, -0.6088073253631592, 0.6617701649665833, -0.3375037908554077, -0.1948099136352539, -0.8994026780128479, 0.6106981635093689, 0.8263661861419678, -0.5488326549530029, -0.17780089378356934, 0.523831844329834, -0.767445981502533, 0.7840871214866638, 0.8541726469993591, 0.2560100257396698, 0.7251811027526855, -0.4322895109653473, 0.18150168657302856, 0.00032614360679872334, -0.8576537370681763, -0.7131733894348145, 0.8533870577812195, 0.2550983726978302, -0.46443942189216614, -0.3229745030403137, 0.1347673535346985, 0.6617985963821411, 0.3527490794658661, 0.7354389429092407, -0.19625060260295868, -0.5908990502357483, -0.96185302734375, -0.17261146008968353, 0.07827523350715637, -0.4389451742172241, 0.7934112548828125, -0.46438831090927124, -0.29763734340667725, -0.48346811532974243, -0.7642934918403625, -0.422118604183197, 0.881574809551239, -0.09692210704088211, 0.48433443903923035, 0.23877444863319397, 0.11402986198663712]"
:oncoming_taxi:,"[0.5746063590049744, -0.1443425565958023, -0.5650798678398132, -0.6687620282173157, -0.9830467104911804, 0.995134711265564, -0.8612426519393921, 0.8785502910614014, -0.8376778960227966, 0.7504393458366394, -0.18524470925331116, -0.7737922072410583, -0.47583502531051636, -0.6808673143386841, 0.44214943051338196, 0.845632791519165, -0.49331074953079224, -0.5213159322738647, -0.4314500689506531, 0.5331196784973145, -0.5541013479232788, 0.5282450318336487, -0.11075810343027115, -0.306755393743515, 0.31036055088043213, 0.5103231072425842, -0.8628767728805542, 0.9365514516830444, 0.8642034530639648, -0.22465834021568298, 0.7844106554985046, 0.1517513394355774, 0.1014188677072525, -0.15419772267341614, 0.27591294050216675, 0.47298628091812134, -0.9394316077232361, -0.6268236041069031, 0.16259384155273438, -0.8341571092605591, 0.3453764021396637, 0.21707847714424133, -0.1581534445285797, -0.4380091726779938, -0.9611425995826721, 0.18833309412002563, -0.9679105877876282, 0.9933957457542419, 0.5305198431015015, 0.5873352289199829]"
:person_running_medium-dark_skin_tone:,"[-0.5698391795158386, -0.12576085329055786, -0.9648813009262085, -0.33864372968673706, -0.43875640630722046, 0.16464479267597198, 0.10012853890657425, -0.308101087808609, 0.22137592732906342, 0.8420236706733704, -0.01693819835782051, -0.5146766304969788, 0.9665466547012329, 0.004804239608347416, -0.45512655377388, -0.4024704396724701, -0.8330980539321899, 0.777276873588562, 0.028629709035158157, 0.8981432914733887, 0.026438971981406212, 0.49727103114128113, -0.9756097197532654, 0.33810535073280334, -0.5306768417358398, 0.6523177623748779, -0.8184782862663269, -0.9034639596939087, -0.7095730900764465, -0.2963016927242279, -0.10409913957118988, -0.5204706192016602, -0.36388587951660156, 0.6642485857009888, -0.6544719338417053, 0.18900950253009796, -0.806093692779541, -0.09622732549905777, 0.4511534571647644, -0.7950184345245361, -0.28714606165885925, 0.8787781000137329, -0.8374284505844116, -0.13684497773647308, -0.5166823863983154, -0.8779916763305664, 0.7789736390113831, 0.07838739454746246, -0.49297910928726196, 0.5199317336082458]"
:nail_polish_medium_skin_tone:,"[0.5369718670845032, 0.7901521325111389, -0.4797980487346649, 0.12261932343244553, 0.4409053921699524, 0.6597211360931396, -0.08246804028749466, 0.9635081887245178, -0.6245390176773071, -0.7775485515594482, -0.09505186229944229, 0.8191757798194885, 0.403328001499176, -0.3982773721218109, 0.33217471837997437, -0.2694578766822815, -0.05924852564930916, 0.29114392399787903, -0.36335447430610657, -0.872143030166626, -0.5497688055038452, 0.7359687685966492, 0.39296090602874756, -0.7211759686470032, -0.4277946650981903, -0.28105947375297546, 0.34081733226776123, 0.25370505452156067, 0.8212456107139587, 0.20934760570526123, -0.5250181555747986, -0.033964645117521286, -0.3373878002166748, 0.367687463760376, 0.9139448404312134, -0.1439412236213684, 0.0704074501991272, -0.12309826165437698, -0.7674694061279297, -0.5892482399940491, 0.3179611563682556, -0.8684676289558411, 0.812454879283905, 0.8982255458831787, -0.6810437440872192, 0.6708645224571228, 0.7928760051727295, 0.9519197344779968, 0.03199264034628868, -0.9875555038452148]"
:folded_hands_dark_skin_tone:,"[0.15419195592403412, 0.39929357171058655, 0.09445595741271973, -0.5290164947509766, -0.5283440947532654, -0.6702097058296204, 0.048267919570207596, 0.9030451774597168, -0.572322428226471, -0.9575727581977844, -0.3254200220108032, 0.9571590423583984, -0.8178530335426331, 0.4332490861415863, 0.9607934355735779, 0.38452550768852234, -0.6684905886650085, -0.0004376295255497098, 0.5629300475120544, -0.1821865290403366, 0.7332669496536255, -0.4917477071285248, -0.3521655201911926, -0.9915111064910889, 0.37192249298095703, 0.05391160398721695, -0.41782331466674805, -0.913625955581665, 0.551876425743103, -0.710120439529419, -0.17016452550888062, -0.38092631101608276, 0.34756454825401306, -0.14806516468524933, -0.5956701040267944, -0.9983065128326416, 0.002607676200568676, 0.5349365472793579, 0.021561192348599434, -0.0912986770272255, 0.038603514432907104, -0.7786222100257874, 0.9215585589408875, 0.051091358065605164, -0.9997270703315735, -0.44553279876708984, -0.12664341926574707, 0.1925276815891266, 0.04714972898364067, 0.6279087662696838]"
:person_getting_haircut_dark_skin_tone:,"[-0.6141359806060791, 0.5165009498596191, 0.1802920401096344, -0.5623420476913452, -0.5066009759902954, -0.6655685901641846, 0.589340090751648, 0.7646387815475464, -0.784862756729126, -0.2068994790315628, -0.9025278091430664, -0.10800376534461975, -0.6435385346412659, -0.4653686583042145, 0.5319348573684692, 0.9152419567108154, 0.08628572523593903, 0.4128403961658478, 0.3752758502960205, -0.08570827543735504, -0.9366814494132996, 0.07402211427688599, 0.2826642096042633, -0.31546908617019653, -0.8937126994132996, 0.4826861619949341, -0.6769516468048096, 0.48361727595329285, 0.040954723954200745, 0.1498836725950241, -0.06823733448982239, 0.4101121127605438, 0.404792457818985, 0.6005540490150452, 0.07861251384019852, 0.37415069341659546, -0.5598977208137512, -0.3741616904735565, -0.6750060319900513, 0.40713655948638916, -0.2313346564769745, -0.03663434833288193, -0.0013805695343762636, 0.10639423131942749, 0.4654216766357422, -0.2686273753643036, -0.2732841968536377, -0.6378427147865295, 0.07638304680585861, -0.3528837263584137]"
:double_curly_loop:,"[-0.056330934166908264, -0.8384050130844116, 0.891632616519928, -0.05197979509830475, -0.4054722487926483, 0.05776886269450188, -0.9886175990104675, 0.9057847261428833, -0.06875848025083542, 0.8310405015945435, -0.328330934047699, -0.07707023620605469, -0.2760063707828522, 0.777121365070343, -0.37805598974227905, -0.4426037073135376, 0.16359946131706238, 0.4374289810657501, 0.432976096868515, 0.2623268961906433, -0.5865634083747864, 0.5770820379257202, 0.8191409111022949, 0.6126532554626465, 0.6364793181419373, 0.44079211354255676, -0.4562346041202545, -0.5739518404006958, 0.58624666929245, 0.23828759789466858, -0.6778208017349243, -0.36991530656814575, -0.6998392939567566, -0.18921516835689545, -0.7774813771247864, -0.09849026054143906, -0.46035557985305786, 0.23539237678050995, -0.8224332332611084, 0.3730606734752655, -0.7446966767311096, 0.869682788848877, 0.8567758798599243, -0.6153033971786499, -0.9764584302902222, 0.2997801601886749, -0.3826003670692444, 0.49226173758506775, -0.2557244300842285, -0.9538265466690063]"
:nose_dark_skin_tone:,"[0.8489488959312439, -0.623019814491272, 0.800462007522583, 0.10444466769695282, -0.28498268127441406, 0.27615705132484436, -0.3397599160671234, -0.2449285089969635, 0.8445655107498169, 0.34442371129989624, 0.1461721509695053, -0.5328675508499146, -0.39657559990882874, 0.856288492679596, 0.4607172906398773, -0.8950856924057007, -0.831515908241272, -0.5654453635215759, 0.92939293384552, 0.12748458981513977, -0.2113484889268875, 0.2587954103946686, -0.5358254313468933, -0.7540678977966309, 0.7175904512405396, 0.9418498277664185, 0.4218975007534027, 0.16486875712871552, -0.1924017369747162, -0.13087373971939087, 0.3189215064048767, -0.1586304008960724, -0.5791694521903992, -0.21548773348331451, -0.6820193529129028, 0.7102082371711731, 0.9181194305419922, -0.8374170660972595, -0.04502840340137482, -0.5133342742919922, -0.030262645334005356, 0.2708255350589752, 0.06027339771389961, 0.09402596950531006, -0.06926073879003525, -0.5153254270553589, 0.9444618821144104, 0.11129818856716156, -0.3201545476913452, 0.1270962506532669]"
:backhand_index_pointing_down_medium-dark_skin_tone:,"[-0.31041496992111206, 0.6697724461555481, -0.5562633275985718, 0.20928359031677246, -0.7529115080833435, -0.9111748933792114, -0.14617778360843658, -0.3300149142742157, -0.7282896041870117, -0.30944207310676575, 0.44964706897735596, -0.8620995879173279, -0.21838749945163727, -0.906002938747406, 0.17718717455863953, 0.345453143119812, -0.5590298175811768, 0.8358058333396912, 0.19123528897762299, -0.7412499785423279, 0.26786747574806213, -0.34187209606170654, 0.24857348203659058, 0.3135131895542145, 0.481474906206131, -0.40466734766960144, 0.6079468727111816, 0.9566211104393005, 0.5060892701148987, 0.4048719108104706, -0.6649725437164307, -0.7451202869415283, 0.5245970487594604, -0.7036762237548828, 0.41802945733070374, -0.6630803942680359, 0.5787253379821777, -0.8775092363357544, 0.7390928864479065, -0.9327777028083801, 0.32074296474456787, -0.11661981046199799, -0.4311710596084595, 0.34965941309928894, 0.35616418719291687, -0.46550673246383667, 0.9291813969612122, -0.07375478744506836, -0.8551446795463562, -0.14562980830669403]"
:open_hands_medium_skin_tone:,"[0.9392287135124207, 0.13592849671840668, -0.003270842367783189, 0.57546067237854, -0.717881441116333, -0.9910155534744263, -0.8152421116828918, -0.3470756411552429, -0.17482370138168335, 0.19307106733322144, 0.22700051963329315, -0.04882786422967911, -0.30040761828422546, -0.446776419878006, 0.8082711696624756, -0.9941925406455994, -0.5058553814888, 0.7975029945373535, 0.4278205931186676, -0.9969297647476196, -0.2765197455883026, 0.044216983020305634, 0.021244484931230545, 0.31299710273742676, 0.2894529104232788, 0.22889208793640137, -0.9663393497467041, 0.5156551599502563, 0.7937769889831543, -0.8576014637947083, 0.8257408738136292, 0.3625587522983551, -0.43855971097946167, 0.7179347276687622, -0.41299906373023987, -0.7270677089691162, -0.3395780622959137, 0.4613877236843109, -0.4831416606903076, -0.4561823904514313, -0.7466608881950378, 0.7118986248970032, -0.8719348311424255, 0.061239685863256454, 0.7558234333992004, -0.6156165599822998, 0.14677049219608307, 0.3873271346092224, 0.09714735299348831, -0.9474823474884033]"
:upwards_button:,"[0.2812499403953552, 0.6149404644966125, -0.8870881199836731, 0.4485854506492615, -0.017285335808992386, 0.6507595777511597, -0.5935784578323364, 0.8145667910575867, -0.5766893029212952, -0.6122428774833679, 0.11317672580480576, 0.8065535426139832, -0.45743218064308167, -0.5085007548332214, -0.47352761030197144, 0.6229471564292908, 0.23197416961193085, 0.0980842188000679, -0.942751944065094, 0.5066897869110107, -0.4717017710208893, 0.39293649792671204, 0.07379556447267532, 0.1674521118402481, -0.39798012375831604, 0.3771156072616577, -0.5037126541137695, -0.16446004807949066, 0.850108802318573, -0.28364598751068115, 0.5005104541778564, -0.7842460870742798, -0.16626496613025665, -0.820816159248352, 0.48397645354270935, -0.759543240070343, 0.7774807810783386, 0.7470528483390808, -0.3033442497253418, -0.4549916088581085, -0.4737911820411682, 0.6752139925956726, 0.5665943026542664, -0.8405699133872986, -0.6101890206336975, -0.24099738895893097, 0.6882326602935791, -0.9220292568206787, 0.23602701723575592, -0.8310953378677368]"
:up-left_arrow:,"[0.401546448469162, 0.9278651475906372, 0.6828186511993408, 0.9369569420814514, -0.9983882904052734, 0.5043458938598633, -0.0013196662766858935, -0.9304332733154297, 0.17752665281295776, 0.9839617013931274, 0.7577024102210999, 0.8288324475288391, -0.968427836894989, -0.4668501615524292, 0.6789137125015259, 0.6023802757263184, -0.33942219614982605, -0.9602715969085693, 0.6252795457839966, 0.47365161776542664, 0.7509661316871643, 0.653725266456604, 0.7549132108688354, 0.5798503160476685, -0.79860919713974, -0.35035836696624756, -0.32506877183914185, 0.3284338414669037, 0.8498893976211548, -0.03562179207801819, 0.11668848246335983, -0.4821456968784332, -0.8749139308929443, 0.6282961964607239, 0.08592763543128967, 0.11643766611814499, -0.23357705771923065, -0.7456117272377014, 0.5909274816513062, 0.2530253827571869, 0.5719892382621765, 0.1518601030111313, 0.4215133786201477, 0.3989384174346924, -0.7154688239097595, -0.26849767565727234, 0.9806672930717468, 0.48810359835624695, -0.8982062339782715, 0.14419877529144287]"
:aerial_tramway:,"[0.8075781464576721, 0.2959964871406555, -0.9673892855644226, 0.22739820182323456, 0.14772267639636993, 0.6873788833618164, -0.9161822199821472, 0.21540158987045288, 0.6153337359428406, -0.3394588828086853, -0.9058870673179626, -0.09363369643688202, 0.32033005356788635, 0.819114625453949, 0.5131680369377136, -0.9637182950973511, -0.24627110362052917, 0.9322748780250549, -0.11390413343906403, -0.4989469051361084, -0.2085481435060501, -0.4923878014087677, 0.2281053364276886, -0.16924487054347992, 0.8042410016059875, 0.7930019497871399, 0.814486563205719, -0.5803086161613464, -0.37808406352996826, 0.4897126257419586, -0.9436513185501099, -0.8173488974571228, -0.21800459921360016, 0.12684635818004608, 0.7311015129089355, 0.05102220177650452, 0.29892081022262573, 0.14597240090370178, -0.8679630756378174, 0.23400187492370605, 0.45270809531211853, 0.7859591245651245, -0.07514416426420212, 0.10275232791900635, -0.07365953922271729, -0.07857415080070496, -0.9112301468849182, 0.22036635875701904, 0.12844717502593994, -0.8080686330795288]"
:thumbs_down_medium-dark_skin_tone:,"[-0.6425082683563232, 0.5194759368896484, 0.8378473520278931, 0.29678449034690857, 0.8692998290061951, -0.6590383052825928, -0.7113359570503235, 0.35921230912208557, -0.043808463960886, -0.8110724687576294, 0.564118504524231, 0.6281627416610718, -0.36516645550727844, -0.6371595859527588, -0.9335862398147583, -0.5461200475692749, -0.8382038474082947, -0.6995545625686646, 0.7448292374610901, 0.3447253704071045, -0.7417633533477783, 0.14997276663780212, 0.9330225586891174, 0.23944269120693207, 0.9296863079071045, -0.43475645780563354, -0.18209025263786316, -0.36049535870552063, -0.9004091024398804, -0.2350584715604782, -0.37527114152908325, 0.538310170173645, 0.5928449630737305, 0.40477263927459717, -0.33257612586021423, -0.1345728486776352, 0.9559141993522644, 0.8074694275856018, 0.6485448479652405, -0.43375760316848755, -0.2288026511669159, 0.5939118266105652, -0.40213701128959656, 0.6878426671028137, 0.5770410299301147, -0.12088239938020706, -0.7270455360412598, -0.9938253164291382, -0.2933323085308075, -0.10715191066265106]"
:person_mountain_biking_light_skin_tone:,"[-0.7756417393684387, 0.982239842414856, -0.49632731080055237, 0.8026329874992371, -0.9744330644607544, -0.5594675540924072, 0.4210951626300812, -0.3476108908653259, 0.6885141730308533, -0.2069297432899475, -0.8807687759399414, 0.9888971447944641, 0.4142507314682007, 0.23373943567276, 0.22964434325695038, -0.08013226091861725, -0.5882942080497742, -0.6731187701225281, 0.8745836019515991, -0.016684668138623238, 0.7408421039581299, 0.17745660245418549, 0.8727779984474182, -0.16476120054721832, 0.704954981803894, -0.9470593929290771, -0.5517628788948059, 0.36495664715766907, 0.22297890484333038, -0.028578683733940125, 0.764680027961731, 0.09178120642900467, -0.5123464465141296, 0.2589488625526428, 0.991818368434906, 0.5744932293891907, -0.744912326335907, -0.8553047776222229, -0.14026664197444916, -0.9960841536521912, -0.9127699732780457, 0.9856942296028137, 0.09886357188224792, 0.5109282732009888, 0.39767974615097046, -0.9466516971588135, -0.9535990357398987, -0.07485547661781311, 0.04557007923722267, -0.0003890844527631998]"
:pine_decoration:,"[0.8685500025749207, -0.6634793281555176, -0.23852883279323578, -0.5166074633598328, 0.4801059365272522, -0.40112125873565674, -0.8451075553894043, -0.09950719028711319, 0.7332377433776855, -0.12461456656455994, 0.34014132618904114, -0.9233013987541199, 0.8213966488838196, 0.05420761927962303, -0.49855977296829224, -0.7737179398536682, 0.8495134711265564, -0.5054810643196106, -0.6471722722053528, -0.18095465004444122, -0.49994996190071106, -0.22827011346817017, -0.4301813244819641, 0.19903984665870667, -0.7662755846977234, 0.1755755990743637, -0.5120007395744324, 0.6480822563171387, 0.3947182297706604, 0.31136995553970337, -0.08045072108507156, -0.45352333784103394, -0.7831351161003113, 0.8665410280227661, 0.42271843552589417, 0.07977163046598434, 0.9912888407707214, -0.7331624627113342, 0.14562875032424927, -0.3379006087779999, -0.22787809371948242, 0.16586774587631226, 0.14356578886508942, -0.6349654197692871, 0.399655282497406, -0.7078565359115601, -0.009463136084377766, 0.6561787128448486, -0.988335132598877, 0.24495120346546173]"
:ten-thirty:,"[-0.9030183553695679, 0.4605783224105835, 0.7659475803375244, -0.8885917663574219, 0.8988478183746338, -0.38031354546546936, -0.47127750515937805, -0.7941057085990906, -0.2825077772140503, -0.4946615397930145, 0.42397961020469666, -0.14257709681987762, 0.7104775309562683, -0.1462847739458084, 0.45377102494239807, -0.6741810441017151, 1.0007983446121216, 0.0699765756726265, 0.6265739798545837, -0.43825075030326843, 0.660917341709137, -0.6446471214294434, 0.9612760543823242, -0.8553480505943298, -0.7160103917121887, 0.11256732046604156, -0.7359386086463928, 0.7774174809455872, -0.8785021305084229, -0.4244544804096222, -0.10134769231081009, -0.16238510608673096, -0.9850477576255798, -0.22358061373233795, -0.5211451649665833, -0.9749783277511597, -0.17070645093917847, -0.5381105542182922, -0.41585955023765564, -0.4352661073207855, -0.664686381816864, 0.2993815243244171, 0.1867486536502838, -0.33717209100723267, 0.7382611036300659, 0.12901240587234497, -0.07323906570672989, 0.6189283132553101, 0.8355324268341064, -0.7171980738639832]"
:person_swimming:,"[-0.2479676902294159, -0.2838440537452698, -0.3753224015235901, -0.16789394617080688, 0.8850738406181335, -0.76077800989151, 0.06443799287080765, 0.8098526000976562, 0.797091007232666, -0.712114155292511, 0.3103368878364563, -0.9321909546852112, 0.6801829934120178, -0.5705210566520691, 0.37202033400535583, -0.9954527020454407, 0.16255316138267517, 0.10856467485427856, -0.4709237813949585, -0.47639477252960205, 0.5727208852767944, 0.608494222164154, -0.8551735877990723, 0.7270520925521851, -0.7534330487251282, 0.3156181275844574, -0.8978973627090454, 0.34402021765708923, 0.2836230397224426, 0.8824920654296875, 0.0023041709791868925, -0.6883888244628906, -0.431233674287796, 0.11885938048362732, 0.40623754262924194, -0.9653066992759705, 0.03815189376473427, -0.8649705052375793, 0.9338172674179077, -0.4721350073814392, 0.645628809928894, 0.5927640795707703, 0.8507422208786011, -0.33147892355918884, 0.5557499527931213, 0.5099440217018127, 0.03938797488808632, -0.6530535817146301, 0.9856501221656799, -0.5001580715179443]"
:thumbs_down_medium_skin_tone:,"[-0.9075310826301575, -0.890852153301239, -0.22645382583141327, 0.8234782218933105, -0.9497590661048889, -0.6589655876159668, 0.8911591172218323, 0.02726723998785019, -0.5202654600143433, 0.20151910185813904, -0.022055799141526222, 0.4876898229122162, 0.7931829690933228, -0.520944356918335, -0.8010488748550415, 0.5447474718093872, 0.5296767950057983, 0.8105255365371704, 0.2759503424167633, -0.8406506180763245, -0.8985076546669006, -0.9814361333847046, -0.053726427257061005, 0.8408653140068054, 0.1284484565258026, -0.6622107625007629, -0.6586308479309082, -0.2469785064458847, -0.9813047647476196, -0.4280509948730469, 0.4675576984882355, 0.0555744431912899, 0.7787595987319946, 0.15486492216587067, 0.7972303032875061, -0.25127118825912476, 0.5958659052848816, -0.5938801765441895, 0.4741533100605011, -0.8355299234390259, 0.08241226524114609, 0.7169592380523682, -0.5783421397209167, -0.8284067511558533, -0.37428250908851624, 0.4607853889465332, 0.7443056702613831, 0.36695346236228943, -0.5011313557624817, -0.9402489066123962]"
:ok_hand_medium-dark_skin_tone:,"[0.5196405649185181, -0.1706879884004593, -0.12561170756816864, 0.7578014731407166, -0.8436552882194519, 0.12247274816036224, -0.7673277258872986, 0.4062538743019104, -0.08053689450025558, 0.48190709948539734, -0.24402384459972382, -0.7171057462692261, 0.3199758529663086, -0.7020707726478577, 0.26387718319892883, -0.049891602247953415, -0.305564820766449, -0.3108467161655426, -0.9779906868934631, -0.42930036783218384, -0.04138683155179024, 0.441090852022171, -0.07638765871524811, -0.2641293704509735, -0.40274250507354736, -0.6149559617042542, -0.9107131958007812, 0.6915992498397827, 0.09359870105981827, 0.7657088041305542, -0.08414652198553085, 0.960193395614624, 0.14183156192302704, -0.6364535093307495, -0.24102194607257843, -0.397804319858551, 0.7965399622917175, 0.7618873119354248, 0.6182723641395569, 0.05004571005702019, -0.727645218372345, -0.9544516205787659, -0.6435997486114502, -0.16153928637504578, 0.6356375217437744, -0.3712943494319916, -0.5481659173965454, 0.2618241608142853, 0.5673314332962036, -0.6325055360794067]"
:person_frowning_light_skin_tone:,"[0.006634516641497612, 0.9016978740692139, 0.5890353322029114, -0.8361514806747437, 0.45491525530815125, -0.824936032295227, 0.42860037088394165, 0.23927730321884155, 0.10176875442266464, 0.8916283845901489, -0.535698652267456, -0.6208270788192749, -0.38231486082077026, 0.7357426881790161, 0.22833406925201416, -0.05147405341267586, -0.16938389837741852, 0.7784193754196167, 0.046736542135477066, -0.6004831790924072, -0.7998923659324646, 0.4721554219722748, -0.8011821508407593, 0.6851040720939636, 0.9743784070014954, 0.2575136423110962, 0.5586199164390564, 0.3695094883441925, 0.845545768737793, -0.4313052296638489, 0.4728679955005646, 0.1464962363243103, -0.6138666868209839, -0.28534555435180664, -0.30919891595840454, 0.44115975499153137, 0.5606124997138977, 0.23106063902378082, -0.8266041278839111, -0.10758126527070999, -0.6166666150093079, 0.8275294303894043, -0.046559978276491165, -0.37957823276519775, 0.9742416143417358, -0.9440553784370422, 0.9115095734596252, -0.6104804873466492, -0.2596158981323242, -0.3690636157989502]"
:oncoming_bus:,"[0.0728173553943634, 0.38871270418167114, -0.7475256323814392, -0.9536306858062744, -0.12519560754299164, -0.023153040558099747, -0.668527364730835, -0.6168889999389648, -0.09555654227733612, -0.6968256831169128, -0.6432062387466431, 0.8071443438529968, 0.8709114193916321, 0.116176538169384, 0.06427384912967682, 0.13567711412906647, -0.6346418261528015, -0.6798657178878784, -0.8746073246002197, -0.12512223422527313, -0.7307842373847961, -0.1142498105764389, -0.7010637521743774, -0.8010706305503845, -0.783790647983551, 0.30040714144706726, 0.757362961769104, 0.25659409165382385, 0.4898229241371155, -0.4552655518054962, -0.7563891410827637, 0.43979722261428833, 0.17175090312957764, 0.44495290517807007, 0.5816792845726013, -0.7293120622634888, 0.7800987362861633, -0.9800721406936646, -0.002969134133309126, -0.7709795236587524, -0.35861119627952576, 0.5888517498970032, -0.721756100654602, -0.7861163020133972, 0.038936156779527664, -0.11884664744138718, -0.7443929314613342, 0.04870682954788208, 0.3840527832508087, -0.8893325328826904]"
:potable_water:,"[0.705731213092804, -0.9613823890686035, 0.037242110818624496, 0.7899460196495056, -0.7270888686180115, -0.5462005734443665, 0.5947405695915222, -0.775610625743866, -0.37717297673225403, -0.19161677360534668, 0.371921181678772, 0.09890644997358322, 0.6316768527030945, -0.6793385744094849, 0.9162523150444031, 0.3502657115459442, -0.8817782402038574, 0.9366552233695984, 0.5382273197174072, -0.5702783465385437, -0.8227652311325073, -0.20125152170658112, -0.9206205606460571, 0.47688788175582886, -0.21502557396888733, 0.3179444372653961, -0.5783399343490601, 0.8651738166809082, -0.8256056308746338, 0.48285889625549316, 0.8483881950378418, -0.9685164093971252, -0.8740165829658508, -0.46813681721687317, 0.508180558681488, 0.4755770266056061, 0.08055809885263443, 0.4431665539741516, 0.7033039927482605, 0.4242306649684906, -0.5369242429733276, 0.9345778822898865, -0.874992847442627, -0.9054993987083435, -0.08587119728326797, 0.6026585698127747, -0.8803883194923401, -0.48248621821403503, 0.6346175670623779, 0.060745131224393845]"
:police_officer_medium-dark_skin_tone:,"[0.1175263300538063, 0.060392115265131, 0.9797030687332153, 0.8676824569702148, -0.22286486625671387, -0.3411850333213806, -0.7817621231079102, -0.6717737317085266, -0.970592737197876, -0.35813552141189575, -0.0503324531018734, 0.8032785058021545, -0.948549747467041, -0.9249061942100525, 0.041596852242946625, -0.11134994775056839, 0.4451552927494049, 0.14803415536880493, 0.7219791412353516, 0.0932222306728363, 0.0004027095274068415, -0.15057328343391418, -0.02552943490445614, -0.20174971222877502, 0.16630199551582336, 0.4378626346588135, -0.1429852545261383, 0.7585674524307251, 0.2071143537759781, 0.23272623121738434, -0.08496439456939697, -0.5740984678268433, -0.8039283156394958, 0.8856267333030701, 0.8960404396057129, 0.17699410021305084, -0.6421074867248535, 0.43277496099472046, 0.6152836084365845, 0.49827226996421814, 0.43091320991516113, 0.18024872243404388, 0.03097667545080185, 0.45913103222846985, 0.6374834179878235, 0.15053118765354156, 0.7000919580459595, -0.6751393675804138, 0.09203574806451797, 0.2147945612668991]"
