Emoji Embedding
🇸🇰 -0.0552382618188858 0.10411293804645538 0.022785065695643425 0.14896942675113678 -0.039631810039281845 0.0627724900841713 0.23574572801589966 0.068902887403965 -0.07057948410511017 -0.12508045136928558 0.05124175176024437 -0.17420166730880737 0.11060992628335953 -0.04901289567351341 -0.009639213792979717 0.01430048979818821 -0.015116321854293346 -0.14108183979988098 -0.0017332241404801607 0.17534376680850983 -0.03786309435963631 -0.2023058980703354 -0.03160586580634117 0.056727319955825806 -0.04602835699915886 -0.027910763397812843 0.02885960042476654 0.0742930918931961 -0.13319547474384308 0.02254774607717991 0.01472514495253563 0.13392747938632965 -0.1272924542427063 0.009914794005453587 -0.14614441990852356 -0.28565195202827454 -0.006622677203267813 -0.059847354888916016 0.04390199854969978 -0.012744533829391003 -0.016758989542722702 -0.07979846000671387 0.2278783619403839 -0.24111470580101013 -0.014818929135799408 0.11877770721912384 -0.31074801087379456 0.11744067072868347 0.23058903217315674 -0.06276710331439972
👔 -0.2555611729621887 -0.04552985355257988 -0.252109557390213 0.3068180978298187 0.038166217505931854 -0.0821361392736435 -0.11020733416080475 0.04423630237579346 -0.24897931516170502 -0.2518898546695709 -0.013919597491621971 0.0740223377943039 -0.21955928206443787 -0.03743581846356392 -0.11265969276428223 -0.09154076129198074 -0.2050449401140213 -0.14661452174186707 0.31840193271636963 0.015187143348157406 0.03700334206223488 -0.015250335447490215 -0.35956886410713196 0.1422380656003952 -0.34998586773872375 0.08305276185274124 0.04850972443819046 -0.02223467454314232 0.031401291489601135 -0.20566296577453613 -0.1464538723230362 0.07307299971580505 -0.04166700690984726 0.22104838490486145 -0.04513293132185936 0.06023501977324486 -0.10355190187692642 0.3418301045894623 -0.13542188704013824 -0.06357249617576599 0.1579866111278534 -0.18963339924812317 -0.08793686330318451 0.10926546901464462 -0.19923962652683258 -0.35546553134918213 0.02029118873178959 0.039271824061870575 0.06975069642066956 0.15621742606163025 
🌀 0.3248075246810913 -0.0732840970158577 -0.01987503655254841 0.16968587040901184 -0.49412354826927185 -0.29989078640937805 0.26962557435035706 0.16341112554073334 0.16337920725345612 -0.0680936723947525 -0.12990917265415192 -0.19703668355941772 0.10800661891698837 0.230881467461586 -0.036229103803634644 0.1034739762544632 -0.11396221816539764 -0.15456777811050415 -0.11669979989528656 0.08231037855148315 -0.09463274478912354 -0.24592435359954834 0.1918877363204956 -0.09720560908317566 0.21898992359638214 0.36002299189567566 0.1777554750442505 0.07044164836406708 0.13340608775615692 0.3756280839443207 -0.3246248662471771 -0.33645373582839966 0.29906708002090454 -0.262090802192688 -0.19078536331653595 -0.13497880101203918 -0.29980382323265076 -0.1770700067281723 0.19683335721492767 -0.059946782886981964 -0.5205256938934326 0.1279739886522293 0.2867065370082855 -0.16684605181217194 -0.010526414960622787 0.26553234457969666 0.21448440849781036 -0.12870840728282928 -0.054082781076431274 0.06155923008918762 
🚾 0.1511429101228714 -0.013714688830077648 0.24087925255298615 -0.18299393355846405 -0.07506787031888962 -0.13486361503601074 0.31562110781669617 0.07916810363531113 -0.12008558213710785 -0.08717614412307739 -0.2683965861797333 0.16299310326576233 0.02727026492357254 0.02551553212106228 0.17478910088539124 0.26577305793762207 0.13757966458797455 0.05808244273066521 0.3295951187610626 0.2944624722003937 0.44702863693237305 0.018376000225543976 -0.017943110316991806 -0.1264335662126541 -0.26304522156715393 0.11400115489959717 -0.07788535952568054 -0.03824163228273392 0.14737555384635925 0.2750096917152405 -0.39668628573417664 -0.05858484283089638 -0.023785419762134552 -0.09438799321651459 0.000946065760217607 0.4556526839733124 0.12037815898656845 0.322096586227417 0.05298512801527977 -0.11575084924697876 0.27287471294403076 -0.17210504412651062 0.27700620889663696 0.22462239861488342 -0.10610363632440567 0.23167259991168976 -0.14019855856895447 -0.11967958509922028 0.2711239457130432 -0.14408253133296967 
👹 0.29881733655929565 -0.3665241301059723 -0.16534264385700226 0.1998639702796936 0.0499357245862484 0.03950410336256027 0.22662919759750366 -0.06089324504137039 -0.3386601209640503 0.21759796142578125 0.027953339740633965 0.32917702198028564 0.06694195419549942 0.11881900578737259 -0.03147844597697258 -0.14759795367717743 0.04605109244585037 0.18374761939048767 -0.14889025688171387 0.2236299365758896 -0.006289057899266481 -0.09237703680992126 -0.15620702505111694 -0.06194629520177841 0.09611417353153229 0.11661605536937714 -0.04038543626666069 -0.300344854593277 -0.06326569616794586 -0.19278724491596222 -0.28612232208251953 -0.05121886730194092 0.3664332926273346 -0.1586924046278 0.07482048124074936 0.3696678876876831 0.10530120879411697 -0.36987194418907166 -0.045924048870801926 -0.19746245443820953 -0.34605318307876587 0.09107015281915665 0.039499688893556595 -0.3645927906036377 0.21311768889427185 0.18637977540493011 0.12155689299106598 -0.09034144133329391 0.14253932237625122 0.1624947041273117 
🚻 0.17827671766281128 0.3295779526233673 0.10090771317481995 -0.18927033245563507 0.2519427537918091 -0.05314329266548157 -0.01729043759405613 0.21198099851608276 0.15363864600658417 -0.050778649747371674 -0.1371356099843979 -0.05108610540628433 -0.21068866550922394 0.16281211376190186 0.3231191635131836 0.0004394971765577793 -0.05808289349079132 -0.06951345503330231 0.39285990595817566 0.2796551585197449 0.08964111655950546 0.2691079378128052 -0.24938815832138062 -0.08573032915592194 0.06309277564287186 0.07874464988708496 0.27854710817337036 0.10210250318050385 -0.07436718046665192 -0.0694989264011383 -0.17539817094802856 -0.12976649403572083 0.01487240381538868 -0.11028638482093811 -0.22539333999156952 0.20152702927589417 0.2435174435377121 0.1224229633808136 0.12065435200929642 -0.10873367637395859 0.2458489090204239 0.024755189195275307 0.2210732102394104 0.3106691837310791 -0.07210639864206314 0.1741996854543686 -0.21888016164302826 0.09279530495405197 0.12126629799604416 -0.08080586791038513 
👬 -0.07761774957180023 -0.11836938560009003 0.15277424454689026 -0.17584246397018433 0.11536149680614471 0.15970614552497864 -0.034967631101608276 0.33233192563056946 -0.29937782883644104 0.03385920450091362 -0.14429692924022675 -0.08170939981937408 -0.22560329735279083 0.02505132183432579 0.1628018617630005 -0.45677855610847473 0.0629221498966217 -0.19194506108760834 0.09502004832029343 0.14148683845996857 -0.017969945445656776 0.23242445290088654 0.13998988270759583 0.14646616578102112 -0.25967156887054443 -0.005294141359627247 0.13406303524971008 -0.3987601101398468 -0.3630335032939911 -0.23738935589790344 -0.19280026853084564 0.1411421000957489 -0.12627175450325012 -0.15202748775482178 0.019494924694299698 -0.26392510533332825 0.011480261571705341 0.0377458818256855 -0.08502260595560074 0.1770385205745697 -0.1977197676897049 -0.22331763803958893 0.16145071387290955 0.35912057757377625 0.05141070485115051 -0.3231271207332611 -0.3545624911785126 -0.12558850646018982 -0.20241780579090118 0.16065315902233124 
🇫🇯 -0.24930189549922943 -0.2114146649837494 -0.024688707664608955 0.09033498913049698 0.006052373442798853 -0.1721169501543045 0.02496216632425785 -0.19671352207660675 -0.11193931847810745 -0.10344795882701874 0.17603842914104462 0.16057880222797394 -0.032708048820495605 -0.1414928138256073 -0.021125195547938347 0.014485196210443974 -0.06367339938879013 -0.0952855721116066 0.0687691941857338 0.02007632702589035 0.06414542347192764 0.004430972971022129 -0.23891304433345795 -0.07202310860157013 0.10787049680948257 -0.05767817795276642 0.1528707593679428 -0.12512870132923126 -0.2733933925628662 0.27448001503944397 0.021815162152051926 0.26167672872543335 0.10371468216180801 0.0011720415204763412 0.07244231551885605 -0.17246247828006744 -0.06522094458341599 -0.06010517105460167 -0.15797553956508636 0.06774874776601791 -0.13940425217151642 -0.17452046275138855 0.17342881858348846 -0.06268904358148575 -0.09232579916715622 0.09578444808721542 0.025424065068364143 0.26784029603004456 0.14690829813480377 -0.06629063189029694 
🎧 -0.24484477937221527 -0.128229022026062 0.17939582467079163 -0.02788214385509491 -0.12754110991954803 0.049009181559085846 0.3068574070930481 0.04675959050655365 0.09486520290374756 0.31103459000587463 0.17996136844158173 0.036276690661907196 0.09841255843639374 -0.04328327625989914 -0.18660210072994232 0.1484222263097763 0.047529883682727814 0.010424342006444931 0.2702968716621399 0.0682627409696579 0.05791914090514183 0.16560354828834534 0.19735974073410034 0.13896873593330383 0.33605071902275085 0.3198925256729126 0.13528227806091309 0.05782475695014 -0.20058871805667877 -0.2946086823940277 -0.24623450636863708 -0.05750739201903343 0.39773163199424744 -0.08378595858812332 -0.13600854575634003 -0.029445422813296318 0.0193136278539896 -0.1129797101020813 -0.029457084834575653 -0.1357107311487198 0.2700313925743103 0.01787886768579483 -0.1610691249370575 -0.19610890746116638 0.19463835656642914 0.1840076744556427 0.40915316343307495 -0.056106068193912506 -0.39092063903808594 0.17507018148899078 
🐽 0.15270625054836273 -0.3156048357486725 -0.14495621621608734 -0.35379889607429504 0.2048877626657486 0.04070208966732025 -0.1019940972328186 -0.3064033091068268 0.27931711077690125 -0.05130407214164734 -0.05051606893539429 0.1178148090839386 0.1816422939300537 -0.1144871860742569 -0.024702344089746475 -0.023814836516976357 -0.02124212495982647 -0.058346182107925415 0.2905956506729126 0.08048520982265472 -0.16586333513259888 -0.15972155332565308 0.26111331582069397 -0.08921853452920914 -0.00981629453599453 0.2740289270877838 -0.012740508653223515 0.25358811020851135 -0.010232066735625267 -0.09033400565385818 -0.3473992645740509 -0.02762931026518345 0.06523696333169937 0.14616139233112335 -0.17803604900836945 -0.00941570196300745 -0.12704138457775116 0.236379936337471 0.2521042227745056 0.01665531098842621 0.018114183098077774 -0.07075954973697662 0.08022371679544449 -0.12351291626691818 0.4569433629512787 0.13065287470817566 -0.1285974085330963 -0.0715017020702362 0.021377095952630043 0.22552713751792908 
🚜 -0.2368154674768448 -0.10218728333711624 0.20101065933704376 0.2046341598033905 -0.30559372901916504 0.05313672870397568 -0.12257509678602219 0.17312836647033691 0.17413198947906494 -0.07566206157207489 -0.12106448411941528 -0.2538706064224243 -0.06936860829591751 -0.2393614947795868 -0.08519300073385239 -0.12512201070785522 0.18640296161174774 0.21970248222351074 0.10380645096302032 0.005208340473473072 0.25053369998931885 -0.09917167574167252 -0.1982239931821823 -0.047729767858982086 0.06306680291891098 0.1622476577758789 -0.09988424181938171 -0.26031675934791565 0.12205560505390167 0.013348516076803207 -0.11694123595952988 -0.4207145571708679 0.234766885638237 -0.047953203320503235 0.19030901789665222 0.16260738670825958 0.1556369662284851 0.11499428749084473 0.17603681981563568 0.3148050606250763 -0.048454832285642624 -0.49396243691444397 0.04532243683934212 -0.006894420366734266 0.11054550856351852 -0.3347133696079254 -0.004361536353826523 0.07563662528991699 0.12703561782836914 0.26109981536865234 
♋ 0.39476266503334045 0.2401396930217743 0.024773016571998596 0.12122970074415207 0.013034260831773281 0.10961443930864334 -0.07085400819778442 -0.17433498799800873 -0.1188429519534111 0.3137305676937103 0.16610509157180786 0.24281084537506104 -0.026426462456583977 0.15591244399547577 0.274159699678421 0.03536910563707352 -0.12086686491966248 -0.1983570009469986 0.10696489363908768 0.2212190479040146 -0.22990089654922485 -0.10584422200918198 0.09036910533905029 -0.020050790160894394 0.05732148885726929 0.1642981320619583 0.012202554382383823 -0.3196372985839844 -0.3371768891811371 -0.02162882499396801 -0.17726972699165344 -0.010436782613396645 0.01785026490688324 -0.34574565291404724 0.08928728103637695 -0.05083387717604637 -0.15436314046382904 -0.219410240650177 -0.06926827132701874 0.06378605961799622 -0.2344653159379959 0.006460803560912609 0.20205606520175934 0.07486377656459808 -0.16475754976272583 0.18694181740283966 0.03609379753470421 0.3365814983844757 -0.1382671445608139 -0.06112908944487572 
🚭 -0.02390156127512455 -0.09697797149419785 0.23901112377643585 -0.12170154601335526 -0.4649147391319275 0.32978492975234985 0.35382547974586487 -0.024496711790561676 0.22303526103496552 0.377376914024353 0.1079372838139534 -0.04573536291718483 -0.18418048322200775 -0.2602960169315338 0.07670348882675171 0.41908788681030273 0.3218346834182739 -0.1943683624267578 0.26093918085098267 -0.2053816169500351 -0.2433682233095169 0.17901989817619324 0.30007097125053406 -0.14983925223350525 -0.17335553467273712 0.08889130502939224 -0.15256138145923615 -0.014861100353300571 0.09400956332683563 0.2874050736427307 -0.34043392539024353 -0.02337650954723358 -0.17086879909038544 -0.3017379939556122 -0.23415066301822662 -0.35953569412231445 0.304923415184021 -0.013627634383738041 0.36528390645980835 0.325619101524353 -0.17966391146183014 0.07397830486297607 0.484937459230423 0.40573185682296753 0.06933744996786118 -0.12158101052045822 -0.3502333462238312 0.07299797236919403 0.09000910818576813 0.29892322421073914 
