Emoji,Embedding
:keycap_*:,"[0.18741260468959808, 0.64145827293396, 0.29277318716049194, -0.7599353790283203, -0.039149209856987, -0.9833439588546753, -0.7450502514839172, 0.08759906888008118, 0.672782838344574, -0.21015392243862152, 0.9915298223495483, 0.30631762742996216, -0.7562534213066101, 0.4855276048183441, 0.7382933497428894, -0.155190572142601, -0.3368943929672241, -0.005293706897646189, 0.9866036176681519, 0.07914729416370392, 0.32004597783088684, -0.6262325048446655, -0.016812417656183243, 0.8246709108352661, 0.6761548519134521, -0.23335939645767212, 0.4656267762184143, 0.7316935062408447, 0.8616472482681274, -0.8693557977676392, -0.851919412612915, -0.07218296825885773, 0.539016842842102, -0.8155568242073059, -0.2324991077184677, -0.5787739753723145, -0.14744406938552856, -0.9594069719314575, 0.007005962543189526, 0.8220717310905457, -0.7614420652389526, 0.6770509481430054, -0.3772619962692261, -0.6254510283470154, -0.16079504787921906, 0.6277444362640381, -0.9100931286811829, -0.5830578207969666, -0.7530679702758789, -0.2500903606414795]"
:man_biking:,"[0.44384175539016724, 0.5317022800445557, -0.03584204986691475, 0.24403636157512665, 0.07203874737024307, 0.10497476160526276, 0.246002197265625, 0.294167697429657, 0.921776533126831, -0.7386239767074585, 0.9019167423248291, -0.17346228659152985, -0.2593395709991455, 0.30847087502479553, -0.8409187197685242, 0.7745273113250732, -0.15173813700675964, 0.9447072148323059, 0.72093266248703, 0.9905405640602112, -0.3177929222583771, 0.4148330092430115, 0.7873647212982178, -0.9847116470336914, 0.6863147020339966, 0.46307241916656494, -0.44878000020980835, 0.4514399766921997, -0.15123367309570312, 0.6838420629501343, -0.41104695200920105, 0.5006250143051147, -0.9373200535774231, 0.19651219248771667, 0.6272774934768677, 0.34129443764686584, -0.9941009283065796, 0.7485512495040894, -0.21734990179538727, -0.4968106746673584, 0.31143513321876526, -0.030057933181524277, 0.18843680620193481, -0.39286714792251587, -0.29084306955337524, 0.0904741883277893, -0.3166936933994293, -0.9640184640884399, -0.6939756870269775, -0.44534382224082947]"
:family_woman_girl_boy:,"[0.7273927927017212, 0.6070756912231445, -0.2526150941848755, -0.5280748605728149, 0.3426826000213623, -0.8932845592498779, -0.845443844795227, 0.9793148636817932, 0.1389095038175583, 0.3156377375125885, -0.33042681217193604, 0.6419539451599121, -0.1149878203868866, 0.5226832628250122, -0.6407231688499451, -0.47246724367141724, 0.9657981395721436, -0.31255385279655457, -0.05571964755654335, -0.9539914727210999, -0.0161103755235672, -0.9406485557556152, 0.0927642360329628, 0.4605136215686798, 0.6846665143966675, 0.9033172726631165, -0.9987219572067261, 0.8500263690948486, 0.2466064691543579, -0.43849849700927734, 0.23529380559921265, -0.8588650226593018, -0.2606185972690582, -0.3178309500217438, 0.5177650451660156, -0.29742753505706787, 0.6706219911575317, -0.295211523771286, -0.011492914520204067, 0.2383446991443634, -0.16834427416324615, -0.8672698736190796, 0.9596614837646484, 0.7252697944641113, 0.7095382213592529, -0.9237378835678101, -0.295930415391922, 0.3400741517543793, 0.18942196667194366, 0.9690233469009399]"
:giraffe:,"[-0.03343842178583145, 0.784214198589325, -0.6246526837348938, -0.1683688759803772, -0.688341498374939, 0.8791103363037109, 0.19250188767910004, -0.4039252996444702, -0.8434714078903198, 0.6864054799079895, -0.3089596629142761, -0.039638910442590714, 0.24938806891441345, 0.7915167808532715, -0.3518522381782532, 0.3616209626197815, 0.3635859787464142, -0.6449445486068726, -0.654563844203949, -0.3122732937335968, 0.7089851498603821, 0.12445169687271118, 0.1182931438088417, 0.3635731637477875, -0.1458500325679779, 0.04668267071247101, -0.22341063618659973, -0.9355757236480713, 0.5906737446784973, -0.033604588359594345, 0.37246522307395935, -0.23886406421661377, 0.43889713287353516, 0.9233121871948242, 0.16551674902439117, -0.42648598551750183, -0.5178694725036621, 0.011392404325306416, 0.5906460285186768, 0.9994036555290222, -0.9340261220932007, -0.7277057766914368, -0.22148574888706207, 0.42823997139930725, -0.911865234375, -0.4045972228050232, -0.4998933672904968, -0.3209679126739502, -0.25067466497421265, -0.20299167931079865]"
:woman_juggling:,"[0.2245226800441742, -0.741517961025238, 0.006128915585577488, -0.5607180595397949, -0.7881471514701843, -0.025652797892689705, -0.7692230939865112, 0.9958935976028442, -0.8011237382888794, 0.15085376799106598, -0.06905170530080795, -0.5451234579086304, 0.2688772976398468, -0.5955805778503418, -0.08930014073848724, -0.6360039114952087, 0.7782858610153198, -0.7264968156814575, 0.8732737898826599, 0.6214678883552551, -0.6379990577697754, -0.7384792566299438, 0.1806049942970276, -0.2574595808982849, -0.8320062160491943, -0.081787109375, 0.868610680103302, -0.12602297961711884, -0.7840521335601807, 0.6496570706367493, -0.988955557346344, 0.780806303024292, -0.631074070930481, 0.7933578491210938, 0.8860852122306824, 0.7050030827522278, 0.3698110580444336, -0.7576726078987122, 0.8772157430648804, -0.6435320973396301, 0.8342626690864563, -0.7152397632598877, -0.27020078897476196, -0.3443670868873596, -0.010555186308920383, -0.9533913135528564, 0.7896766662597656, -0.8211720585823059, 0.2931322157382965, 0.4974314868450165]"
:ballet_shoes:,"[0.7886533141136169, 0.2075423300266266, -0.9777263402938843, -0.4144849479198456, -0.8868964314460754, 0.8531659245491028, -0.2105497568845749, 0.1981373280286789, 0.11914839595556259, 0.7700904011726379, 0.32958143949508667, 0.47140347957611084, -0.8746090531349182, 0.06534769386053085, 0.9688178896903992, -0.0280758123844862, 0.5146273374557495, 0.9695061445236206, 0.7456977367401123, -0.5022420883178711, 0.48616474866867065, -0.6662558913230896, -0.7421653866767883, 0.663010835647583, 0.5482079386711121, -0.541910707950592, 0.8774425387382507, 0.7400878667831421, 0.7202414870262146, 0.07556430995464325, 0.381782591342926, 0.16955579817295074, -0.4658204913139343, -0.36563682556152344, 0.3528808355331421, -0.8119884133338928, -0.7807568907737732, 0.08797633647918701, 0.11195604503154755, 0.3798583447933197, -0.33076590299606323, 0.6391263604164124, 0.4401731491088867, -0.9978906512260437, -0.4274546504020691, 0.8320499658584595, 0.21190379559993744, 0.31269732117652893, -0.694183886051178, -0.6331493258476257]"
:person_standing_light_skin_tone:,"[-0.9370625615119934, 0.45633330941200256, -0.054735202342271805, 0.3587374687194824, 0.9144569635391235, -0.17711704969406128, 0.036347683519124985, 0.1087392047047615, -0.4841592311859131, 0.6698970794677734, 0.9844180345535278, 0.5093322992324829, -0.3463064432144165, -0.43436703085899353, 0.5071832537651062, -0.7293359637260437, -0.4947172701358795, 0.736091136932373, -0.05193791165947914, 0.659424901008606, -0.0031156695913523436, -0.12073692679405212, 0.4277072548866272, -0.22320756316184998, 0.71378493309021, -0.6306590437889099, 0.511022686958313, -0.6854285001754761, 0.8650788068771362, 0.8969653844833374, -0.3062342703342438, 0.42623910307884216, -0.4365781843662262, 0.651408314704895, -0.18702805042266846, -0.4908463954925537, -0.6202757358551025, -0.24091635644435883, -0.38354477286338806, -0.910089373588562, 0.6519356369972229, 0.4947556257247925, 0.3467802405357361, 0.3986014425754547, 0.16556303203105927, 0.7040373086929321, 0.7577861547470093, -0.7788206338882446, -0.9014416933059692, -0.2919864058494568]"
:woman_white_hair:,"[0.042039692401885986, 0.7878462672233582, -0.8395910263061523, 0.9233124256134033, -0.34582844376564026, 0.2893153429031372, 0.2787403166294098, -0.45751768350601196, -0.32552480697631836, -0.5959276556968689, 0.9425951838493347, -0.0025121679063886404, -0.1742953360080719, -0.39827173948287964, 0.5879508256912231, -0.4236988127231598, 0.7768808603286743, -0.6900659799575806, 0.703235924243927, -0.999291181564331, -0.9781046509742737, -0.9062342047691345, -0.7571421265602112, 0.18792137503623962, 0.43458089232444763, -0.3685474693775177, -0.5321635603904724, 0.7491289377212524, -0.8116436004638672, 0.30936557054519653, -0.34866467118263245, 0.8869946002960205, -0.26494771242141724, 0.3342794179916382, -0.9915350079536438, -0.9587447643280029, 0.7569454908370972, -0.8904510736465454, 0.8628200888633728, 0.8953028917312622, -0.059122223407030106, 0.5143315196037292, -0.5328556895256042, 0.8652462959289551, 0.86292564868927, -0.21356706321239471, 0.15109366178512573, 0.7759617567062378, -0.8764342665672302, 0.6560643315315247]"
:vatican_city:,"[0.8361155390739441, -0.05861946567893028, 0.6257520318031311, -0.2967901825904846, -0.10923584550619125, -0.5848398208618164, -0.7704150080680847, 0.08783581107854843, -0.9984647035598755, -0.47725942730903625, -0.3919922113418579, 0.22714859247207642, -0.9417330026626587, -0.8679192066192627, -0.07858264446258545, 0.8832983374595642, 0.19943158328533173, -0.5129135847091675, -0.0007140527595765889, 0.1831015646457672, -0.791997492313385, -0.9498600959777832, 0.3065320551395416, 0.7120257019996643, 0.8777817487716675, -0.9496129155158997, 0.17236748337745667, -0.9661971926689148, 0.3441809117794037, -0.9246012568473816, -0.37806588411331177, 0.09199874103069305, -0.044066835194826126, -0.5771263837814331, -0.24254105985164642, -0.9925721287727356, -0.45048603415489197, 0.03806843236088753, 0.49313488602638245, -0.14707191288471222, -0.8691611886024475, 0.07486758381128311, 0.6021600961685181, -0.4338839650154114, -0.9256806969642639, 0.4534735083580017, 0.005125426687300205, -0.7681838870048523, 0.9779565930366516, 0.3709106743335724]"
:woman_construction_worker:,"[-0.3134539723396301, 0.14161330461502075, 0.6713366508483887, 0.17379382252693176, -0.1874391734600067, -0.36532461643218994, -0.48874449729919434, -0.46334952116012573, 0.34113532304763794, -0.5680545568466187, -0.5770155191421509, -0.25975552201271057, -0.3186946511268616, 0.30943936109542847, -0.686918318271637, -0.7412699460983276, 0.23971427977085114, -0.5048743486404419, 0.3876931071281433, -0.39621052145957947, -0.49868637323379517, 0.3806886672973633, 0.03580249100923538, -0.04930705577135086, -0.729279637336731, -0.3302217125892639, -0.695721447467804, -0.49901458621025085, 0.3740939199924469, 0.018076326698064804, -0.7056347727775574, 0.21686846017837524, -0.8812466263771057, -0.8251902461051941, -0.7873700857162476, 0.15821823477745056, -0.8874161243438721, -0.009791516698896885, -0.6883556842803955, -0.32099273800849915, -0.11757111549377441, -0.007295618765056133, -0.11552783101797104, 0.3247232735157013, -0.9151285886764526, 0.9969289302825928, -0.5144076347351074, -0.48956298828125, 0.0882396325469017, -0.7651431560516357]"
:bell_pepper:,"[-0.4761839509010315, 0.7658681869506836, -0.21947208046913147, 0.4109301269054413, 0.6694402694702148, -0.6675812005996704, -0.6480897068977356, -0.08910243958234787, 0.009381745010614395, 0.23458200693130493, -0.31848010420799255, 0.5736680030822754, 0.5939211249351501, 0.3059644103050232, -0.11937225610017776, -0.28998926281929016, 0.7969265580177307, -0.8288336396217346, 0.03830505907535553, -0.149815633893013, 0.3800274729728699, -0.8908500671386719, -0.6151076555252075, 0.5600464344024658, 0.34421205520629883, -0.8636037111282349, -0.1526089608669281, -0.2331339567899704, -0.19147701561450958, -0.1074230894446373, -0.8088758587837219, 0.9740923643112183, -0.2657850384712219, 0.486474871635437, -0.7453552484512329, 0.6386885046958923, 0.2921244502067566, -0.350270539522171, 0.7101247310638428, -0.684390127658844, 0.7118569016456604, -0.7428054809570312, -0.16577878594398499, -0.8714727759361267, 0.4112662672996521, 0.9816288352012634, 0.7379746437072754, 0.9579448699951172, -0.6663743257522583, 0.6798918843269348]"
:family_man_woman_boy:,"[-0.19977031648159027, -0.8533979654312134, 0.9166637063026428, -0.7133885622024536, 0.9108251929283142, -0.11181322485208511, 0.15386267006397247, 0.3615504503250122, 0.33889999985694885, -0.16704095900058746, 0.7716667056083679, -0.856038510799408, 0.920168936252594, 0.6163322329521179, -0.35400474071502686, 0.8200448155403137, 0.7547544240951538, 0.21092452108860016, -0.22228088974952698, 0.5688279867172241, 0.4670158922672272, 0.020766155794262886, -0.6358737349510193, 0.776120126247406, 0.06632483005523682, 0.09775778651237488, -0.11082745343446732, 0.977360188961029, 0.3795672059059143, 0.4785964787006378, 0.4173286259174347, 0.6829571723937988, 0.26711350679397583, 0.47033318877220154, 0.7352377772331238, -0.3812830448150635, 0.21813584864139557, -0.4784354865550995, 0.4950655698776245, 0.6440371870994568, -0.7167376279830933, -0.9804996252059937, 0.6548444628715515, 0.687170147895813, -0.9453623294830322, -0.7922090291976929, -0.11384623497724533, 0.779740571975708, 0.34195420145988464, 0.08231543749570847]"
:ethiopia:,"[0.43059778213500977, 0.06987179815769196, -0.12348666042089462, 0.5398056507110596, -0.8214942216873169, -0.3587908148765564, 0.7044070959091187, -0.3858951926231384, -0.3603805899620056, -0.29666104912757874, -0.44572338461875916, -0.9967656135559082, 0.2107352614402771, 0.25753670930862427, -0.9495621919631958, -0.48568183183670044, 0.9861878156661987, -0.2205062061548233, -0.410941481590271, -0.34675130248069763, 0.2817448675632477, 0.8277043104171753, 0.48632556200027466, -0.4882209599018097, 0.9669305086135864, -0.547039270401001, 0.9407446384429932, 0.8623076677322388, -0.10675492882728577, 0.8758023977279663, 0.25390002131462097, 0.21917712688446045, -0.5309491157531738, 0.26768389344215393, -0.46266698837280273, -0.263305127620697, -0.6221034526824951, 0.0053754872642457485, -0.14123715460300446, 0.3134002089500427, 0.17477664351463318, 0.6645444631576538, 0.8517032861709595, 0.6715171337127686, -0.5811765193939209, 0.38665539026260376, 0.6544084548950195, -0.9885384440422058, 0.24980351328849792, -0.2975541353225708]"
:woman_supervillain:,"[-0.2196156233549118, 0.9311168789863586, 0.5545676350593567, 0.11341703683137894, -0.38140180706977844, 0.6678708791732788, 0.6808319091796875, -0.02695692516863346, 0.38000285625457764, -0.9357591271400452, 0.8976679444313049, -0.1101752296090126, -0.15894828736782074, 0.7031002640724182, 0.9093032479286194, -0.6103891134262085, -0.8514140248298645, -0.538615345954895, -0.02806384302675724, -0.717365026473999, -0.5602152943611145, -0.6809104084968567, -0.5048801302909851, 0.32726576924324036, -0.8171958923339844, -0.140666663646698, -0.3668484389781952, -0.9279959797859192, -0.5129047632217407, 0.11946772038936615, 0.6472583413124084, -0.5528889298439026, 0.039056211709976196, -0.006082333158701658, -0.654215395450592, 0.4041445851325989, 0.5277312397956848, -0.9732149243354797, 0.0743505209684372, -0.6619909405708313, -0.4076237082481384, 0.4262220859527588, 0.8354094624519348, -0.870393693447113, -0.12701724469661713, 0.18057602643966675, -0.8698802590370178, -0.661756157875061, 0.8504340052604675, 0.1739789843559265]"
:isle_of_man:,"[-0.8516445159912109, 0.8421845436096191, -0.4501284658908844, 0.7913395166397095, 0.796600341796875, 0.3323090970516205, -0.48805364966392517, -0.9684024453163147, -0.9158705472946167, -0.13537338376045227, -0.7105495929718018, 0.39818108081817627, -0.9937990307807922, -0.218980610370636, -0.25981658697128296, 0.9885116219520569, -0.25190627574920654, -0.7389264106750488, -0.5038509964942932, 0.7775282859802246, -0.4120742976665497, 0.5150983333587646, -0.33237510919570923, -0.750260591506958, -0.18767806887626648, -0.06652673333883286, -0.26374879479408264, 0.3264775276184082, 0.25666293501853943, 0.7776041030883789, 0.8564052581787109, -0.9657882452011108, 0.913884162902832, 0.2906152904033661, -0.8389861583709717, 0.94544517993927, 0.8465183973312378, 0.1916734129190445, -0.29803287982940674, 0.6918606758117676, 0.9688481092453003, 0.6639938354492188, 0.6190446615219116, -0.1876441240310669, 0.8660604357719421, 0.8185213804244995, 0.04561092332005501, -0.9033481478691101, 0.24632756412029266, 0.7917072772979736]"
:man_firefighter:,"[-0.7748556137084961, 0.36409035325050354, -0.4588187038898468, -0.5860439538955688, -0.37519752979278564, -0.2677880525588989, 0.8545014262199402, 0.28537511825561523, -0.5085455179214478, 0.27720868587493896, 0.9132855534553528, 0.5392963290214539, 0.7885113954544067, -0.4791148006916046, -0.07168661057949066, 0.5969605445861816, -0.6001155972480774, -0.1899617314338684, 0.6228868961334229, 0.25095710158348083, -0.123490110039711, -0.6702088713645935, 0.5859078764915466, -0.45265212655067444, 0.16137130558490753, 0.279408723115921, 0.1607874035835266, -0.21004262566566467, 0.07980302721261978, 0.717546284198761, -0.9170225858688354, -0.18930326402187347, -0.9605982899665833, 0.9706900715827942, 0.06591349840164185, 0.27222567796707153, 0.14530932903289795, -0.47647127509117126, 0.13873422145843506, -0.4994525611400604, -0.5456231832504272, 0.11292560398578644, -0.5093986392021179, 0.7502927184104919, 0.3582616448402405, 0.3090497851371765, -0.13290223479270935, 0.21841271221637726, -0.9874733686447144, 0.04126026853919029]"
:woman_superhero:,"[-0.7676565647125244, 0.08270439505577087, 0.5603536367416382, -0.42277249693870544, 0.2418874055147171, -0.04548325017094612, 0.777982771396637, 0.5452962517738342, -0.6004183888435364, 0.47094377875328064, -0.38215070962905884, -0.2412136346101761, -0.06176799535751343, -0.6641634702682495, 0.07733067870140076, -0.9652037024497986, -0.7496544718742371, -0.20923781394958496, 0.8217779994010925, 0.09985599666833878, -0.6477540731430054, 0.5453545451164246, -0.12199592590332031, 0.3661347031593323, 0.8848742246627808, 0.4785701632499695, -0.6392409801483154, 0.5143944621086121, 0.06224356219172478, 0.17163577675819397, -0.8207176327705383, 0.04074693098664284, -0.15293137729167938, 0.4039517939090729, -0.03973789140582085, -0.2918512225151062, -0.845947265625, 0.1128673180937767, 0.5292306542396545, 0.24936795234680176, -0.6548517346382141, -0.08505114912986755, 0.14408738911151886, -0.9328038692474365, 0.6580602526664734, -0.35114043951034546, 0.7573544383049011, -0.29202383756637573, 0.8076719641685486, 0.5784814953804016]"
