Emoji,Embedding
:keycap_*:,"[0.8575760126113892, 0.7407455444335938, -0.9053523540496826, -0.8992178440093994, 0.638179361820221, -0.06627099961042404, 0.5509388446807861, -0.9514889717102051, -0.3488490581512451, 0.5370352268218994, -0.45794135332107544, -0.5231539011001587, 0.06915988028049469, -0.44321978092193604, -0.26594582200050354, 0.26514291763305664, 0.610619068145752, 0.05537592992186546, -0.28102827072143555, -0.16436928510665894, 0.633885383605957, 0.5362963676452637, -0.7618218660354614, 0.017639271914958954, -0.19684149324893951, -0.19814324378967285, 0.194114089012146, 0.04607350751757622, 0.19816270470619202, 0.5369572639465332, -0.40583646297454834, 0.770244836807251, -0.43386590480804443, -0.9047155380249023, 0.04355688765645027, 0.8135107755661011, 0.5786982774734497, 0.42606937885284424, -0.748359739780426, -0.924491286277771, -0.2694109082221985, -0.3654249906539917, -0.6402149200439453, -0.23496276140213013, -0.38496625423431396, 0.14856867492198944, 0.9543752670288086, -0.5676146745681763, -0.46078038215637207, -0.049975793808698654]"
:man_biking:,"[0.638817310333252, 0.8487299680709839, 0.4976513385772705, -0.7488992214202881, 0.781058132648468, 0.6499918699264526, -0.34134232997894287, -0.47808587551116943, 0.41799768805503845, -0.29043206572532654, 0.19038251042366028, -0.5489153861999512, -0.44314688444137573, -0.9369924068450928, -0.38797321915626526, 0.3388015329837799, 0.06973764300346375, 0.7391483783721924, 0.4414255619049072, -0.5774291753768921, 0.5247275829315186, 0.7831944227218628, -0.8235998153686523, 0.9562634229660034, 0.9426349401473999, -0.35378706455230713, -0.46739673614501953, 0.07653999328613281, 0.10330413281917572, -0.020122740417718887, 0.8420548439025879, 0.20829583704471588, -0.6190214157104492, 0.01618209481239319, 0.49934589862823486, -0.0983918309211731, 0.10373622179031372, -0.5320616364479065, 0.24958637356758118, 0.013671348802745342, 0.9456926584243774, -0.05331369489431381, 0.48982229828834534, 0.512687087059021, -0.14961814880371094, 0.14061860740184784, 0.7258483171463013, 0.7529539465904236, -0.1875476986169815, -0.39185023307800293]"
:family_woman_girl_boy:,"[-0.11420568823814392, 0.2155638337135315, 0.47461187839508057, -0.2160111665725708, 0.21575719118118286, -0.9449306726455688, 0.47164952754974365, 0.1354706883430481, 0.7070227861404419, 0.7444641590118408, 0.08459356427192688, 0.491635799407959, -0.7574210166931152, -0.3987600803375244, -0.06597906351089478, 0.6143007278442383, -0.8168460130691528, 0.09138721227645874, 0.37721168994903564, 0.8650193214416504, -0.7201054096221924, 0.7519478797912598, -0.5499128103256226, -0.5871961116790771, -0.26549768447875977, 0.5484297275543213, 0.4158642590045929, -0.2775602340698242, 0.6856739521026611, 0.9985171556472778, 0.39585238695144653, -0.6401981115341187, 0.2870476245880127, -0.6079821586608887, -0.16742675006389618, 0.6665810346603394, -0.040591705590486526, 0.9350814819335938, 0.18830452859401703, -0.8997491598129272, -0.4658955931663513, 0.7933793067932129, 0.007289437111467123, 0.212657630443573, 0.25150972604751587, 0.2015317678451538, -0.4423818588256836, -0.08316850662231445, 0.23996078968048096, 0.3391789197921753]"
:giraffe:,"[-0.8495454788208008, 0.7285012006759644, -0.07244126498699188, 0.43215811252593994, -0.16773448884487152, 0.9439813494682312, 0.8391077518463135, 0.6507903337478638, -0.5836930274963379, -0.0520491860806942, 0.9384186267852783, 0.4523354768753052, 0.8062382936477661, -0.9751164317131042, 0.10615363717079163, 0.5399582386016846, -0.7202050685882568, -0.4587712287902832, 0.15002933144569397, 0.16151678562164307, 0.17011658847332, -0.679577112197876, -0.7106707096099854, 0.9451465606689453, 0.17675703763961792, -0.8251757621765137, -0.9401675462722778, -0.43191036581993103, 0.3645344376564026, 0.6884939670562744, 0.08220478892326355, -0.011148914694786072, 0.032574523240327835, -0.5800354480743408, -0.5499482154846191, -0.8719600439071655, 0.7437397837638855, 0.030296653509140015, -0.7256068587303162, 0.02803461253643036, 0.5304865837097168, -0.04185318946838379, 0.8043209910392761, 0.7974892854690552, -0.03534524142742157, -0.40869593620300293, -0.32175081968307495, 0.5159612894058228, -0.5243306159973145, -0.9318864345550537]"
:woman_juggling:,"[-0.5126562118530273, -0.10303580015897751, 0.5849977731704712, -0.8687429428100586, -0.7573568224906921, 0.14014899730682373, 0.3148728609085083, -0.442577600479126, -0.2880907952785492, -0.7053612470626831, -0.48342710733413696, 0.24822120368480682, -0.1009763702750206, 0.8272275924682617, -0.35396677255630493, -0.939653217792511, -0.051494233310222626, -0.6146117448806763, 0.39758726954460144, -0.026407252997159958, 0.9803102016448975, -0.9792341589927673, 0.9714903831481934, 0.2708335220813751, 0.05965457484126091, -0.545632004737854, 0.13055230677127838, -0.09478948265314102, 0.2898353934288025, -0.23906400799751282, 0.16443844139575958, 0.3957793414592743, -0.0023761820048093796, 0.9301137924194336, -0.220016211271286, 0.05000358819961548, -0.06046922132372856, 0.7467508316040039, 0.09358011186122894, 0.773334264755249, -0.8580157160758972, 0.01207505539059639, 0.32494494318962097, -0.8077412843704224, -0.8482365608215332, 0.6125550270080566, 0.4708157777786255, 0.02846595272421837, 0.465179443359375, 0.4713926315307617]"
:ballet_shoes:,"[-0.018364524468779564, -0.9843236804008484, 0.4497498571872711, 0.16901709139347076, 0.826791524887085, -0.5575418472290039, 0.6569660902023315, -0.5657558441162109, -0.774673581123352, -0.423564076423645, 0.453704833984375, -0.44720956683158875, -0.8278137445449829, -0.2843369245529175, -0.9351779222488403, -0.38361164927482605, 0.4510185122489929, 0.4764731526374817, -0.12741133570671082, -0.018580002710223198, 0.44878625869750977, 0.4813084900379181, -0.08846336603164673, -0.4842379093170166, 0.6107969284057617, 0.999770998954773, 0.7902348637580872, 0.6017458438873291, 0.7415744066238403, 0.6780314445495605, 0.4125514030456543, -0.14279818534851074, -0.5606034398078918, 0.1218593642115593, -0.4441007375717163, -0.3399759531021118, 0.8078734874725342, -0.014699642546474934, 0.40619295835494995, 0.5694087743759155, -0.38819044828414917, -0.28559231758117676, 0.1304350048303604, 0.5311909914016724, -0.6274839639663696, -0.6305851936340332, -0.7339802980422974, 0.35807937383651733, -0.6621428728103638, 0.7336593866348267]"
:person_standing_light_skin_tone:,"[0.8102015256881714, 0.26133859157562256, -0.2443011999130249, 0.14470791816711426, -0.1656675636768341, -0.7714524269104004, -0.8481853008270264, 0.8043967485427856, 0.8712700605392456, -0.6237874031066895, 0.0063591934740543365, 0.7474591732025146, -0.023191174492239952, -0.49597322940826416, -0.47960996627807617, 0.6331498622894287, -0.7028367519378662, -0.868354082107544, -0.5788710117340088, -0.015371685847640038, -0.3176875412464142, -0.5522894263267517, 0.8439064025878906, -0.9055403470993042, 0.41390979290008545, -0.7746031284332275, 0.4180748462677002, 0.4966280460357666, 0.478446364402771, -0.5325020551681519, 0.8728866577148438, 0.5466315746307373, 0.23259133100509644, -0.4968299865722656, -0.42796197533607483, -0.4555540084838867, -0.7567862272262573, -0.8496379852294922, 0.187478169798851, -0.6517103314399719, -0.17945419251918793, -0.6647262573242188, 0.4861633777618408, -0.34364044666290283, -0.6773480176925659, -0.5706403255462646, 0.285194993019104, 0.3257870674133301, 0.9315923452377319, -0.2138558030128479]"
:woman_white_hair:,"[-0.5684441328048706, 0.6018415093421936, 0.7977231740951538, -0.3676598370075226, 0.05327247083187103, -0.7663648128509521, -0.26404404640197754, -0.6256441473960876, -0.8840669989585876, 0.8387611508369446, -0.027688154950737953, 0.3733106255531311, 0.5703288912773132, 0.14597539603710175, -0.2343389391899109, 0.3146974444389343, 0.16925549507141113, 0.8043892979621887, -0.5450975894927979, -0.03018489107489586, -0.07560369372367859, 0.16498185694217682, 0.2931751012802124, 0.5592994689941406, 0.434673935174942, 0.9242451786994934, -0.1537274420261383, 0.7321174144744873, -0.47855624556541443, 0.7947989702224731, -0.5703709721565247, 0.07271955907344818, 0.45816898345947266, 0.07913625985383987, -0.17775578796863556, 0.09454508870840073, -0.5313987135887146, 0.13020211458206177, -0.6324899792671204, 0.578694760799408, 0.5861898064613342, -0.24579912424087524, 0.6224851608276367, 0.36151954531669617, -0.4405561089515686, -0.3294406831264496, 0.18788963556289673, 0.5876255035400391, 0.756648600101471, 0.1554219126701355]"
:vatican_city:,"[-0.13151738047599792, -0.09853149205446243, -0.21456199884414673, 0.40295854210853577, -0.9835401177406311, 0.3651580810546875, -0.09504949301481247, -0.37344372272491455, -0.39512917399406433, 0.5456215143203735, -0.46216100454330444, 0.7145554423332214, -0.6248597502708435, -0.17867690324783325, 0.3244665563106537, -0.1130564957857132, 0.0011477591469883919, 0.32406920194625854, 0.7881956696510315, 0.9143726825714111, -0.6715807914733887, -0.03524439036846161, 0.9260319471359253, 0.8116909265518188, 0.6559516191482544, -0.10101772844791412, -0.40302029252052307, -0.7506023645401001, -0.8457363247871399, 0.7682552337646484, -0.1380239725112915, 0.6521685123443604, 0.9268795847892761, -0.08857875317335129, -0.6478052735328674, 0.8185905814170837, 0.924994707107544, 0.31700432300567627, -0.3267947733402252, -0.39585602283477783, -0.7380946278572083, -0.6613926291465759, -0.6933671236038208, 0.31730905175209045, -0.2480594515800476, -0.14947105944156647, -0.1909589022397995, -0.20670181512832642, 0.027168337255716324, 0.19056551158428192]"
:woman_construction_worker:,"[-0.3103846311569214, -0.8981335163116455, 0.035774677991867065, -0.41716599464416504, 0.08059839904308319, 0.15370498597621918, -0.9486109018325806, -0.07637226581573486, 0.9064056873321533, 0.4360004663467407, -0.5203412771224976, 0.5468453168869019, -0.4325951337814331, -0.48619163036346436, -0.19864273071289062, 0.9470363855361938, -0.6926276683807373, 0.26809263229370117, -0.7907909154891968, -0.6368926763534546, -0.4351291060447693, 0.017000820487737656, -0.5145307779312134, -0.28678691387176514, 0.922956109046936, -0.27533817291259766, -0.03626488149166107, 0.7255473136901855, -0.5833960771560669, -0.03082117810845375, 0.17319026589393616, 0.8871614933013916, -0.18652933835983276, 0.6712081432342529, 0.14641381800174713, 0.7554806470870972, 0.5435172319412231, -0.7194476127624512, -0.1907166838645935, 0.8139104843139648, -0.6394761800765991, 0.07856044173240662, 0.019752034917473793, -0.8958860635757446, 0.42699480056762695, 0.9202042818069458, 0.5848420858383179, 0.18592588603496552, 0.8786153793334961, 0.3841358423233032]"
:bell_pepper:,"[-0.9734511375427246, 0.9597277641296387, 0.3090531826019287, -0.2578405737876892, -0.980139970779419, 0.6016206741333008, -0.23442338407039642, 0.05992341414093971, 0.4022742211818695, 0.2793705463409424, -0.7534301280975342, -0.03528045117855072, 0.3698546290397644, 0.8594087362289429, -0.4755237400531769, -0.5128400325775146, 0.7483083605766296, 0.110899418592453, 0.6377857327461243, -0.46975481510162354, 0.27434539794921875, 0.6771870851516724, 0.523192286491394, -0.7343658208847046, -0.5872613191604614, 0.39410600066185, -0.9580719470977783, -0.10869640856981277, -0.43377047777175903, -0.24335715174674988, 0.8044241070747375, 0.0004973841132596135, 0.15352770686149597, 0.8231166005134583, -0.13696275651454926, 0.38461780548095703, 0.34918105602264404, -0.6367321014404297, -0.3671875, 0.9844114780426025, -0.5153381824493408, -0.5426018238067627, 0.8370000123977661, 0.4624136686325073, -0.595791757106781, -0.23937247693538666, 0.5933712720870972, 0.8175909519195557, 0.7430621385574341, 0.29339897632598877]"
:family_man_woman_boy:,"[0.653764545917511, 0.3418745994567871, -0.8950875997543335, -0.40692493319511414, 0.8895196914672852, 0.06369602680206299, -0.7063119411468506, -0.7498379945755005, -0.663190484046936, -0.4316342771053314, 0.20300282537937164, 0.5956522822380066, -0.10102846473455429, -0.87946617603302, 0.9264001846313477, -0.44899800419807434, -0.7962372303009033, -0.889322817325592, 0.5935410857200623, -0.7890905737876892, 0.1573774218559265, 0.3862419128417969, -0.2058253139257431, -0.19511468708515167, -0.6157361268997192, -0.6796737909317017, 0.40340062975883484, 0.46436208486557007, -0.29714158177375793, 0.43076086044311523, 0.3705969750881195, 0.1714460402727127, 0.5005063414573669, -0.2530467212200165, -0.5248058438301086, 0.9577464461326599, 0.36048823595046997, 0.09212815761566162, 0.06517139822244644, 0.6931239366531372, 0.54001784324646, 0.9120770692825317, 0.03521082177758217, -0.5244646668434143, 0.7092902064323425, 0.9916775822639465, -0.6331729888916016, -0.49527278542518616, 0.06412770599126816, 0.5699796676635742]"
:ethiopia:,"[-0.06060386449098587, 0.3896050453186035, -0.6610381603240967, -0.30507659912109375, 0.38503003120422363, -0.41388607025146484, 0.7014923095703125, -0.2808905839920044, -0.10387878865003586, -0.7315363883972168, 0.8228317499160767, -0.006010117940604687, 0.21434414386749268, 0.26798903942108154, -0.3338940143585205, 0.8640228509902954, 0.023773623630404472, -0.5805397033691406, -0.09029552340507507, -0.7107248306274414, -0.6583377122879028, 0.23024681210517883, 0.06140945479273796, -0.7380084991455078, -0.029415491968393326, 0.9297093152999878, -0.31163716316223145, 0.6267584562301636, -0.8089073896408081, -0.2488287091255188, -0.9244508743286133, -0.3540695905685425, 0.6103423833847046, 0.7261772155761719, -0.9706429243087769, -0.0928916335105896, 0.41928791999816895, 0.8083765506744385, 0.8537048101425171, -0.1401599496603012, 0.09532785415649414, 0.49067914485931396, -0.128379225730896, -0.3128114938735962, -0.0866553783416748, -0.9043505191802979, -0.5889897346496582, -0.2677943706512451, 0.8669877052307129, 0.9710109233856201]"
:woman_supervillain:,"[0.7791287302970886, -0.7122894525527954, 0.7419350147247314, -0.3610929250717163, 0.07595820724964142, 0.7719302177429199, 0.9366525411605835, -0.05230661854147911, -0.9623721241950989, 0.16548345983028412, -0.22443529963493347, -0.28773364424705505, -0.8072904348373413, -0.15568144619464874, 0.2541790008544922, 0.5962530970573425, -0.6315423846244812, -0.5974046587944031, -0.14532272517681122, -0.4601556658744812, -0.1587436944246292, 0.5303536653518677, 0.9012823104858398, -0.9461534023284912, 0.3661186695098877, -0.9170486927032471, 0.39502522349357605, -0.18952584266662598, -0.2007473111152649, 0.28331875801086426, 0.26723676919937134, -0.2004043608903885, 0.7806990146636963, 0.009428616613149643, -0.3692758083343506, -0.7839444875717163, 0.4329407215118408, 0.8282235264778137, 0.038184698671102524, 0.5314528346061707, -0.5432862043380737, 0.8751792907714844, -0.9651035666465759, 0.3634965121746063, 0.1118396446108818, -0.3447268605232239, -0.12070625275373459, 0.09788789600133896, -0.8954861164093018, 0.17752519249916077]"
:isle_of_man:,"[0.24934238195419312, -0.7553107738494873, 0.20259004831314087, -0.4123852252960205, 0.9210864305496216, -0.037477727979421616, -0.251381516456604, 0.4326885938644409, -0.019803781062364578, 0.06402748823165894, 0.15544985234737396, -0.9590210914611816, -0.0006202140939421952, 0.17856866121292114, -0.16632556915283203, 0.8903322219848633, 0.3198368549346924, -0.7340612411499023, 0.17259879410266876, 0.2207648754119873, -0.4465627670288086, 0.18427163362503052, 0.7942187786102295, -0.25855565071105957, 0.11992952227592468, -0.9567188024520874, -0.38183438777923584, 0.23129308223724365, -0.5846366882324219, 0.3680577278137207, 0.45581936836242676, -0.5242713689804077, 0.2874823808670044, -0.14747419953346252, 0.8094356060028076, -0.3306539058685303, 0.5637882947921753, -0.817206859588623, -0.9223880767822266, 0.15850293636322021, -0.6809685230255127, -0.9055275917053223, -0.830589771270752, 0.9570341110229492, 0.061709385365247726, 0.5091608762741089, -0.8145679235458374, -0.3321995735168457, 0.7508130073547363, -0.9793009757995605]"
:man_firefighter:,"[-0.7724111080169678, -0.32378891110420227, -0.5522019863128662, 0.8085864782333374, -0.38688310980796814, -0.07573972642421722, -0.008010132238268852, -0.5602539777755737, -0.29168272018432617, 0.4981783628463745, 0.7541813254356384, 0.22687175869941711, -0.2730066776275635, -0.08002295345067978, 0.5161232948303223, 0.8610557913780212, -0.757868766784668, -0.11746031045913696, 0.019983815029263496, -0.9699527025222778, -0.014631464146077633, 0.7349252700805664, -0.03143594413995743, -0.8693584203720093, -0.9584696292877197, -0.9511775970458984, -0.6547526717185974, -0.627569317817688, 0.9192137718200684, 0.26206833124160767, 0.3155750334262848, -0.6084655523300171, -0.9145639538764954, -0.7026822566986084, -0.5112674236297607, 0.7055826783180237, -0.5984072685241699, -0.9246886968612671, 0.4933052062988281, -0.5377675294876099, 0.7885354161262512, -0.8962833881378174, 0.6810264587402344, -0.10224416851997375, 0.20642970502376556, -0.003892541164532304, -0.7787898778915405, 0.9448859691619873, -0.04798974096775055, -0.7047183513641357]"
:woman_superhero:,"[-0.6116868257522583, -0.3976825773715973, 0.6523290872573853, -0.7336003184318542, -0.9567441344261169, -0.7277109622955322, -0.14006800949573517, -0.9835699200630188, -0.4686526954174042, -0.8670448660850525, -0.7202562093734741, 0.8978447914123535, -0.8099955320358276, -0.29060229659080505, 0.6096965074539185, -0.05238572135567665, 0.6689209938049316, -0.7408735156059265, 0.237545907497406, 0.30419921875, 0.6112647652626038, -0.9797378182411194, -0.7269497513771057, 0.04313470050692558, -0.7394111752510071, 0.10905881971120834, -0.8221647143363953, -0.8243168592453003, 0.9964417815208435, 0.468007892370224, 0.6866317391395569, 0.7952750325202942, 0.32980185747146606, 0.5463418960571289, -0.18496794998645782, 0.8596837520599365, 0.9312639832496643, 0.8014150261878967, 0.1589721143245697, -0.4911588728427887, 0.31799426674842834, -0.602656900882721, 0.980471134185791, -0.7592278122901917, -0.7904174327850342, -0.39941346645355225, -0.7900844812393188, 0.7587209343910217, -0.8150662779808044, 0.41531848907470703]"
